Ano;Município;"UF do Município";"Codigo SH4";"Descrição SH4";País;"Valor FOB (US$)"
2018;"Senador Canedo - GO";Goiás;0206;"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";"Costa do Marfim";87884
2018;"Itaberaí - GO";Goiás;0207;"Carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 0105";"Coveite (Kuweit)";87464
2018;"Anápolis - GO";Goiás;3006;"Preparações e artigos farmacêuticos indicados na Nota 4 do presente capítulo";"República Dominicana";87171
2018;"Goianira - GO";Goiás;1103;"Grumos, sêmolas e pellets, de cereais";Equador;86950
2018;"Mineiros - GO";Goiás;1502;"Gorduras de animais das espécies bovina, ovina ou caprina, exceto as da posição 1503";Egito;86141
2018;"Hidrolândia - GO";Goiás;4104;"Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo";Japão;86014
2018;"Inhumas - GO";Goiás;1104;"Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos";"Cabo Verde";85800
2018;"Anápolis - GO";Goiás;9602;"Matérias vegetais ou minerais de entalhar, trabalhadas, e suas obras";Peru;85264
2018;"Anápolis - GO";Goiás;1302;"Sucos e extractos vegetais; matérias pécticas, pectinatos e pectatos; ágar-ágar e outros produtos mucilaginosos e espessantes derivados dos vegetais, mesmo modificados";China;84071
2018;"São Luís de Montes Belos - GO";Goiás;2530;"Matérias minerais não especificadas nem compreendidas em outras posições";Chile;84003
2018;"Anápolis - GO";Goiás;2905;"Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados";"Estados Unidos";83632
2018;"Aparecida de Goiânia - GO";Goiás;6205;"Camisas de uso masculino";Bolívia;83490
2018;"Senador Canedo - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Aruba;82751
2018;"Goianésia - GO";Goiás;1701;"Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido";"Reino Unido";82000
2018;"Cristalina - GO";Goiás;5201;"Algodão, não cardado nem penteado";Paquistão;81971
2018;"Goiânia - GO";Goiás;8409;"Partes reconhecíveis como exclusiva ou principalmente destinadas aos motores das posições 8407 ou 8408";Peru;81750
2018;"Itaberaí - GO";Goiás;0210;"Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas; farinhas e pós, comestíveis, de carnes ou de miudezas";Alemanha;81613
2018;"Goiânia - GO";Goiás;1209;"Sementes, frutos e esporos, para sementeira";Bolívia;81305
2018;"Palmeiras de Goiás - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Granada;81286
2018;"Aparecida de Goiânia - GO";Goiás;6205;"Camisas de uso masculino";Angola;80956
2018;"Mozarlândia - GO";Goiás;0206;"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";"Guiné Equatorial";80561
2018;"Itumbiara - GO";Goiás;2309;"Preparações dos tipos utilizados na alimentação de animais";"Emirados Árabes Unidos";80533
2018;"Aparecida de Goiânia - GO";Goiás;6105;"Camisas de malha, de uso masculino";Paraguai;80102
2018;"Aparecida de Goiânia - GO";Goiás;2106;"Preparações alimentícias não especificadas nem compreendidas noutras posições";Honduras;79339
2018;"Pires do Rio - GO";Goiás;0207;"Carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 0105";"Costa do Marfim";79282
2018;"Goianira - GO";Goiás;1005;Milho;"Trinidad e Tobago";78817
2018;"Anápolis - GO";Goiás;1302;"Sucos e extractos vegetais; matérias pécticas, pectinatos e pectatos; ágar-ágar e outros produtos mucilaginosos e espessantes derivados dos vegetais, mesmo modificados";Índia;78700
2018;"Senador Canedo - GO";Goiás;1602;"Outras preparações e conservas de carne, miudezas ou sangue";"Hong Kong";78229
2018;"Palmeiras de Goiás - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Grécia;78024
2018;"Crixás - GO";Goiás;8431;"Partes reconhecíveis como exclusiva ou principalmente destinadas às máquinas e aparelhos das posições 8425 a 8430";Canadá;77813
2018;"Rio Verde - GO";Goiás;1103;"Grumos, sêmolas e pellets, de cereais";Senegal;77760
2018;"Silvânia - GO";Goiás;1104;"Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos";"Cabo Verde";77680
2018;"Orizona - GO";Goiás;1602;"Outras preparações e conservas de carne, miudezas ou sangue";Paraguai;77617
2018;"Palmeiras de Goiás - GO";Goiás;0207;"Carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 0105";Seicheles;77367
2018;"Quirinópolis - GO";Goiás;1701;"Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido";Venezuela;77334
2018;"Aparecida de Goiânia - GO";Goiás;9018;"Instrumentos e aparelhos para medicina, cirurgia, odontologia e veterinária, incluídos os aparelhos de cintilografia e outros aparelhos electromédicos, bem como os aparelhos para testes visuais";Chile;77320
2018;"Cachoeira Alta - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Congo;77118
2018;"Aparecida de Goiânia - GO";Goiás;6206;"Camiseiros, blusas, blusas-camiseiros, de uso feminino";Angola;76591
2018;"Formosa - GO";Goiás;1520;"Glicerol em bruto; águas e lixívias, glicéricas";Singapura;76552
2018;"Itaberaí - GO";Goiás;0210;"Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas; farinhas e pós, comestíveis, de carnes ou de miudezas";Peru;76428
2018;"Itumbiara - GO";Goiás;1904;"Produtos à base de cereais, obtidos por expansão ou por torrefacção [por exemplo: flocos de milho (corn flakes)]; cereais (exceto milho) em grãos ou sob a forma de flocos ou de outros grãos trabalhados (com excepção da farinha, do grumo e da sêmola), pré";Paraguai;76411
2018;"Goianira - GO";Goiás;1103;"Grumos, sêmolas e pellets, de cereais";"Trinidad e Tobago";75935
2018;"Goiânia - GO";Goiás;8443;"Máquinas e aparelhos para impressão por meio de caracteres tipográficos, clichés, blocos, cilindros e outros elementos de impressão da posição 8442; máquinas de impressão de jacto de tinta, exceto as da posição 8471; máquinas auxiliares para impressão";Vietnã;74103
2018;"Senador Canedo - GO";Goiás;4104;"Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo";Vietnã;73115
2018;"Abadia de Goiás - GO";Goiás;8421;"Centrifugadores, incluídos os secadores centrífugos, aparelhos para filtrar ou depurar líquidos ou gases";"República Dominicana";72777
2018;"Morrinhos - GO";Goiás;2103;"Preparações para molhos e molhos preparados; condimentos e temperos compostos; farinha de mostarda e mostarda preparada";Venezuela;72425
2018;"Anápolis - GO";Goiás;2905;"Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados";Espanha;71994
2018;"Morrinhos - GO";Goiás;2002;"Tomates preparados ou conservados, exceto em vinagre ou em ácido acético";Venezuela;71595
2018;"Aparecida de Goiânia - GO";Goiás;9021;"Artigos e aparelhos ortopédicos, incluídas as cintas e fundas médico-cirúrgicas e as muletas; talas, goteiras e outros artigos e aparelhos para fracturas; artigos e aparelhos de prótese; aparelhos para facilitar a audição dos surdos e outros aparelhos par";México;71198
2018;"Goianira - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Israel;71128
2018;"Mozarlândia - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Comores;71096
2018;"Palmeiras de Goiás - GO";Goiás;0206;"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";"Arábia Saudita";70103
2018;"Aparecida de Goiânia - GO";Goiás;8429;"Bulldozers, angledozers, niveladoras, raspo-transportadoras (scrapers), pás mecânicas, escavadoras, carregadoras e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsores";Marrocos;70039
2018;"Goiânia - GO";Goiás;8803;"Partes dos veículos e aparelhos das posições 8801 ou 8802";"Estados Unidos";69498
2018;"Palmeiras de Goiás - GO";Goiás;3209;"Tintas e vernizes, à base de polímeros sintéticos ou de polímeros naturais modificados, dispersos ou dissolvidos num meio aquoso";Bolívia;69431
2018;"Anápolis - GO";Goiás;1211;"Plantas, partes de plantas, sementes e frutos, das espécies utilizadas principalmente em perfumaria, medicina ou como insecticidas, parasiticidas e semelhantes, frescos ou secos, mesmo cortados, triturados ou em pó";"Hong Kong";69200
2018;"Rio Verde - GO";Goiás;5201;"Algodão, não cardado nem penteado";Vietnã;69159
2018;"Senador Canedo - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Espanha;68670
2018;"Goiânia - GO";Goiás;0206;"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";Guiné;67142
2018;"Catalão - GO";Goiás;9403;"Outros móveis e suas partes";Tailândia;67043
2018;"Anápolis - GO";Goiás;0713;"Legumes de vagem, secos, em grão, mesmo pelados ou partidos";"Países Baixos (Holanda)";66867
2018;"Goiânia - GO";Goiás;3102;"Adubos (fertilizantes) minerais ou químicos, azotados";Paraguai;66599
2018;"Anápolis - GO";Goiás;2924;"Compostos de função carboxiamida; compostos de função amida do ácido carbónico";"Nova Zelândia";66339
2018;"Mineiros - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Tunísia;66142
2018;"Mineiros - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";"Reino Unido";66035
2018;"Silvânia - GO";Goiás;1102;"Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio";"Taiwan (Formosa)";65610
2018;"Goiânia - GO";Goiás;1209;"Sementes, frutos e esporos, para sementeira";Paraguai;65556
2018;"Pires do Rio - GO";Goiás;0207;"Carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 0105";Peru;65370
2018;"Palmeiras de Goiás - GO";Goiás;0206;"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";Geórgia;65321
2018;"Trindade - GO";Goiás;4104;"Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo";Turquia;65052
2018;"Goiânia - GO";Goiás;0201;"Carnes de animais da espécie bovina, frescas ou refrigeradas";Itália;65024
2018;"Hidrolândia - GO";Goiás;4104;"Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo";"Países Baixos (Holanda)";65019
2018;"Senador Canedo - GO";Goiás;4104;"Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo";"Coreia do Sul";64951
2018;"Inhumas - GO";Goiás;1103;"Grumos, sêmolas e pellets, de cereais";Equador;64488
2018;"Anápolis - GO";Goiás;3823;"Ácidos gordos monocarboxílicos industriais; óleos ácidos de refinação; alcoóis gordos industriais";China;64113
2018;"Inhumas - GO";Goiás;0206;"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";China;64092
2018;"Mineiros - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Israel;63707
2018;"Palmeiras de Goiás - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Suíça;62912
2018;"Palmeiras de Goiás - GO";Goiás;0504;"Tripas, bexigas e estômagos de animais, exceto peixes, inteiros ou em pedaços, frescos, refrigerados, congelados, salgados, secos ou defumados";Vietnã;62727
2018;"Palmeiras de Goiás - GO";Goiás;0206;"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";Congo;62006
2018;"Anápolis - GO";Goiás;3006;"Preparações e artigos farmacêuticos indicados na Nota 4 do presente capítulo";Paraguai;61800
2018;"Goiânia - GO";Goiás;0504;"Tripas, bexigas e estômagos de animais, exceto peixes, inteiros ou em pedaços, frescos, refrigerados, congelados, salgados, secos ou defumados";"Reino Unido";61743
2018;"Jataí - GO";Goiás;1005;Milho;"Arábia Saudita";61626
2018;"Trindade - GO";Goiás;4104;"Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo";"República Dominicana";61278
2018;"Goiânia - GO";Goiás;0804;"Tâmaras, figos, ananases (abacaxis), abacates, goiabas, mangas e mangostões, frescos ou secos";"Reino Unido";60902
2018;"Itumbiara - GO";Goiás;8453;"Máquinas e aparelhos, para preparar, curtir ou trabalhar couros ou peles, ou para fabricar ou consertar calçado e outras obras de couro ou de pele, exceto máquinas de costura";Argentina;60589
2018;"Anápolis - GO";Goiás;2905;"Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados";Egito;60543
2018;"Anápolis - GO";Goiás;0811;"Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes";França;60480
2018;"Anápolis - GO";Goiás;0811;"Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes";Guadalupe;60480
2018;"Anápolis - GO";Goiás;2938;"Heterósidos, naturais ou sintéticos, seus sais, éteres, ésteres e outros derivados";Espanha;59847
2018;"Goiânia - GO";Goiás;0201;"Carnes de animais da espécie bovina, frescas ou refrigeradas";Albânia;59596
2018;"Anápolis - GO";Goiás;3912;"Celulose e seus derivados químicos, não especificados nem compreendidos em outras posições, em formas primárias";Itália;59150
2018;"Goianira - GO";Goiás;1005;Milho;Angola;59046
2018;"Palmeiras de Goiás - GO";Goiás;0201;"Carnes de animais da espécie bovina, frescas ou refrigeradas";Curaçao;58932
2018;"Goianira - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Palestina;58718
2018;"Inhumas - GO";Goiás;1104;"Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos";Portugal;58521
2018;"Catalão - GO";Goiás;2304;"Tortas e outros resíduos sólidos da extração do óleo de soja";Alemanha;58481
2018;"Ipameri - GO";Goiás;1507;"Óleo de soja e respectivas fracções, mesmo refinados, mas não quimicamente modificados";Bangladesh;57602
2018;"São Luís de Montes Belos - GO";Goiás;2530;"Matérias minerais não especificadas nem compreendidas em outras posições";Colômbia;57084
2018;"Mineiros - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Alemanha;57073
2018;"Palmeiras de Goiás - GO";Goiás;0201;"Carnes de animais da espécie bovina, frescas ou refrigeradas";Barein;56992
2018;"Rio Verde - GO";Goiás;1005;Milho;"Países Baixos (Holanda)";56935
2018;"Inhumas - GO";Goiás;1103;"Grumos, sêmolas e pellets, de cereais";"Trinidad e Tobago";56409
2018;"Mineiros - GO";Goiás;0504;"Tripas, bexigas e estômagos de animais, exceto peixes, inteiros ou em pedaços, frescos, refrigerados, congelados, salgados, secos ou defumados";Portugal;56121
2018;"Itumbiara - GO";Goiás;4104;"Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo";"Hong Kong";55986
2018;"Itumbiara - GO";Goiás;4104;"Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo";Turquia;55943
2018;"Hidrolândia - GO";Goiás;4104;"Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo";Vietnã;55272
2018;"Santo Antônio de Goiás - GO";Goiás;0301;"Peixes vivos";"Coreia do Sul";54921
2018;"Goiânia - GO";Goiás;6204;"Fatos de saia-casaco, conjuntos, casacos, vestidos, saias, saias-calças, calças, jardineiras, bermudas e calções (shorts) (exceto de banho), de uso feminino";Espanha;54869
2018;"Goiânia - GO";Goiás;0804;"Tâmaras, figos, ananases (abacaxis), abacates, goiabas, mangas e mangostões, frescos ou secos";Espanha;54831
2018;"Pires do Rio - GO";Goiás;0207;"Carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 0105";China;54810
2018;"Cachoeira Alta - GO";Goiás;0206;"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";"Costa do Marfim";54667
2018;"Anápolis - GO";Goiás;1522;"Dégras; resíduos provenientes do tratamento das substâncias gordas ou das ceras animais ou vegetais";China;54306
2018;"Catalão - GO";Goiás;7310;"Reservatórios, barris, tambores, latas, caixas e recipientes semelhantes para quaisquer matérias (exceto gases comprimidos ou liquefeitos), de ferro fundido, ferro ou aço, de capacidade não superior a 300 litros, sem dispositivos mecânicos ou térmicos, m";Japão;54122
2018;"Catalão - GO";Goiás;0206;"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";Moldávia;54035
2018;"Itumbiara - GO";Goiás;1103;"Grumos, sêmolas e pellets, de cereais";Haiti;54023
2018;"Itaberaí - GO";Goiás;0207;"Carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 0105";Jordânia;52650
2018;"Itaberaí - GO";Goiás;0207;"Carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 0105";Curaçao;52650
2018;"Aparecida de Goiânia - GO";Goiás;2309;"Preparações dos tipos utilizados na alimentação de animais";Uruguai;52605
2018;"Itumbiara - GO";Goiás;5201;"Algodão, não cardado nem penteado";Indonésia;52289
2018;"Inhumas - GO";Goiás;1103;"Grumos, sêmolas e pellets, de cereais";Austrália;52286
2018;"Silvânia - GO";Goiás;1102;"Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio";Jamaica;52247
2018;"Palmeiras de Goiás - GO";Goiás;0206;"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";Bermudas;51654
2018;"Itumbiara - GO";Goiás;2923;"Sais e hidróxidos de amónio quaternários; lecitinas e outros fosfoaminolípidos, de constitução química definida ou não";Malásia;51558
2018;"Alexânia - GO";Goiás;0304;"Filés de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados";"Estados Unidos";51391
2018;"Inhumas - GO";Goiás;1104;"Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos";"Estados Unidos";51276
2018;"Trindade - GO";Goiás;4104;"Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo";Paquistão;51273
2018;"Anápolis - GO";Goiás;7308;"Construções e suas partes (por exemplo: pontes e elementos de pontes, comportas, torres, pórticos, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, portas de correr, balaustradas), de ferro fun";Paraguai;51114
2018;"Minaçu - GO";Goiás;2524;Amianto;Filipinas;50960
2018;"Goiânia - GO";Goiás;0201;"Carnes de animais da espécie bovina, frescas ou refrigeradas";Singapura;50647
2018;"Goiânia - GO";Goiás;0201;"Carnes de animais da espécie bovina, frescas ou refrigeradas";Aruba;50624
2018;"Mineiros - GO";Goiás;0206;"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";Guiné;50091
2018;"Uruaçu - GO";Goiás;7117;Bijutarias;Portugal;50046
2018;"Goiânia - GO";Goiás;0511;"Produtos de origem animal, não especificados nem compreendidos em outras posições; animais mortos dos Capítulos 1 ou 3, impróprios para alimentação humana";Gana;50040
2018;"Nazário - GO";Goiás;3504;"Peptonas e seus derivados; outras matérias protéicas e seus derivados; pó de peles";"Estados Unidos";50000
2018;"Nazário - GO";Goiás;3503;"Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína";Líbano;49978
2018;"Hidrolândia - GO";Goiás;0504;"Tripas, bexigas e estômagos de animais, exceto peixes, inteiros ou em pedaços, frescos, refrigerados, congelados, salgados, secos ou defumados";Vietnã;49765
2018;"Aparecida de Goiânia - GO";Goiás;2008;"Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas noutras posições";"Estados Unidos";49515
2018;"Catalão - GO";Goiás;3923;"Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos destinados a fechar recipientes, de plástico";Tailândia;49220
2018;"Itumbiara - GO";Goiás;4104;"Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo";Camboja;49071
2018;"Anápolis - GO";Goiás;3916;"Monofilamentos cuja maior dimensão do corte transversal seja superior a 1 mm (monofios), varas, bastões e perfis, mesmo trabalhados à superfície mas sem qualquer outro trabalho, de plásticos";Bolívia;48768
2018;"Inhumas - GO";Goiás;1103;"Grumos, sêmolas e pellets, de cereais";"Costa Rica";48464
2018;"Aparecida de Goiânia - GO";Goiás;9021;"Artigos e aparelhos ortopédicos, incluídas as cintas e fundas médico-cirúrgicas e as muletas; talas, goteiras e outros artigos e aparelhos para fracturas; artigos e aparelhos de prótese; aparelhos para facilitar a audição dos surdos e outros aparelhos par";Paraguai;48200
2018;"Luziânia - GO";Goiás;0407;"Ovos de aves, com casca, frescos, conservados ou cozidos";Rússia;48054
2018;"Palmeiras de Goiás - GO";Goiás;0206;"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";Bahamas;47694
2018;"Abadia de Goiás - GO";Goiás;5911;"Produtos e artefactos, de matérias têxteis, para usos técnicos, indicados na Nota 7 do presente capítulo";Zimbábue;47682
2018;"Goiânia - GO";Goiás;8528;"Aparelhos receptores de televisão, mesmo incorporando um aparelho receptor de radiodifusão ou um aparelho de gravação ou de reprodução de som ou de imagens; monitores e projectores de video";Peru;47245
2018;"Anápolis - GO";Goiás;3003;"Medicamentos (exceto os produtos das posições 3002, 3005 ou 3006) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profilácticos, mas não apresentados em doses nem acondicionados para venda a retalho";China;47219
2018;"Goiânia - GO";Goiás;7103;"Pedras preciosas (exceto diamantes) ou semipreciosas, mesmo trabalhadas ou combinadas, mas não enfiadas, nem montadas, nem engastadas; pedras preciosas (exceto diamantes) ou semipreciosas, não combinadas, enfiadas temporariamente para facilidade de tran";Índia;47041
2018;"Aparecida de Goiânia - GO";Goiás;9021;"Artigos e aparelhos ortopédicos, incluídas as cintas e fundas médico-cirúrgicas e as muletas; talas, goteiras e outros artigos e aparelhos para fracturas; artigos e aparelhos de prótese; aparelhos para facilitar a audição dos surdos e outros aparelhos par";"República Dominicana";46883
2018;"Goianira - GO";Goiás;1005;Milho;Gana;46860
2018;"Nazário - GO";Goiás;3503;"Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína";Omã;46850
2018;"Acreúna - GO";Goiás;1209;"Sementes, frutos e esporos, para sementeira";"África do Sul";46575
2018;"Goiânia - GO";Goiás;8432;"Máquinas e aparelhos de uso agrícola, hortícola ou florestal, para preparação ou trabalho do solo ou para cultura; rolos para relvados ou para campos de desporto";Argentina;46500
2018;"Bela Vista de Goiás - GO";Goiás;0402;"Leite e nata, concentrados ou adicionados de açúcar ou de outros edulcorantes";"Estados Unidos";46472
2018;"Inhumas - GO";Goiás;1102;"Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio";"Taiwan (Formosa)";46425
2018;"Hidrolândia - GO";Goiás;4104;"Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo";Egito;46413
2018;"Inhumas - GO";Goiás;1104;"Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos";Chile;46036
2018;"Itaberaí - GO";Goiás;0207;"Carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 0105";Angola;45911
2018;"Goiânia - GO";Goiás;8427;"Empilhadores; outros veículos para movimentação de carga e semelhantes, equipados com dispositivo de elevação";"Estados Unidos";45607
2018;"Goianira - GO";Goiás;1005;Milho;Índia;45548
2018;"Catalão - GO";Goiás;9403;"Outros móveis e suas partes";Japão;45488
2018;"Itumbiara - GO";Goiás;8438;"Máquinas e aparelhos não especificados nem compreendidos em outras posições do presente capítulo, para preparação ou fabricação industrial de alimentos ou de bebidas, exceto as máquinas e aparelhos para extracção ou preparação de óleos ou gorduras vegeta";Paraguai;45162
2018;"Ipameri - GO";Goiás;1507;"Óleo de soja e respectivas fracções, mesmo refinados, mas não quimicamente modificados";Omã;45033
2018;"Gouvelândia - GO";Goiás;1207;"Outras sementes e frutos oleaginosos, mesmo triturados";Jordânia;44850
2018;"Palmeiras de Goiás - GO";Goiás;0207;"Carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 0105";"Coreia do Sul";43846
2018;"Trindade - GO";Goiás;4104;"Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo";Estônia;43814
2018;"Anápolis - GO";Goiás;2936;"Provitaminas e vitaminas, naturais ou sintéticas (incluídos os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções";China;43250
2018;"Aparecida de Goiânia - GO";Goiás;6106;"Camiseiros, blusas, blusas-camiseiros, de malha, de uso feminino";Paraguai;43166
2018;"Hidrolândia - GO";Goiás;0206;"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";Vietnã;43035
2018;"Itaberaí - GO";Goiás;0207;"Carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 0105";Vietnã;42739
2018;"Nova Roma - GO";Goiás;2516;"Granito, pórfiro, basalto, arenito e outras pedras de cantaria ou de construção, mesmo desbastados ou simplesmente cortados à serra ou por outro meio, em blocos ou placas de forma quadrada ou rectangular";"Hong Kong";42574
2018;"Goiânia - GO";Goiás;6204;"Fatos de saia-casaco, conjuntos, casacos, vestidos, saias, saias-calças, calças, jardineiras, bermudas e calções (shorts) (exceto de banho), de uso feminino";"Estados Unidos";41891
2018;"Aparecida de Goiânia - GO";Goiás;6203;"Fatos, conjuntos, casacos, calças, jardineiras, bermudas e calções (shorts) (exceto de banho), de uso masculino";Bolívia;41684
2018;"Goiânia - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Geórgia;40926
2018;"Santa Rita do Novo Destino - GO";Goiás;2606;"Minérios de alumínio e seus concentrados";Bolívia;40673
2018;"Anápolis - GO";Goiás;2921;"Compostos de função amina";Índia;40642
2018;"Pirenópolis - GO";Goiás;6801;"Pedras para calcetar, meios-fios e placas (lajes) para pavimentação, de pedra natural (exceto a ardósia)";Bélgica;40020
2018;"Hidrolândia - GO";Goiás;2301;"Farinhas, pó e pellets, de carnes, miudezas, peixes ou crustáceos, moluscos ou outros invertebrados aquáticos, impróprios para a alimentação humana; torresmos";Moçambique;40014
