Ano;Município;"UF do Município";"Codigo SH4";"Descrição SH4";País;"Valor FOB (US$)"
2015;"Goiânia - GO";Goiás;6106;"Camiseiros, blusas, blusas-camiseiros, de malha, de uso feminino";"Reino Unido";82
2015;"Goiânia - GO";Goiás;6106;"Camiseiros, blusas, blusas-camiseiros, de malha, de uso feminino";França;81
2015;"Aparecida de Goiânia - GO";Goiás;0910;"Gengibre, açafrão, curcuma, tomilho, louro, caril e outras especiarias";"Guiana Francesa";81
2015;"Catalão - GO";Goiás;8544;"Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados para usos elétricos (incluídos os envernizados ou oxidados anodicamente), mesmo com peças de conexão; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mes";Argentina;80
2015;"Anápolis - GO";Goiás;9031;"Instrumentos, aparelhos e máquinas de medida ou controlo, não especificados nem compreendidos em outras posições do presente capítulo; projectores de perfis";"Coreia do Sul";79
2015;"Catalão - GO";Goiás;7007;"Vidros de segurança consistindo em vidros temperados ou formados por folhas contracoladas";Argentina;79
2015;"Anápolis - GO";Goiás;2941;Antibióticos;Índia;79
2015;"Catalão - GO";Goiás;8511;"Aparelhos e dispositivos elétricos de ignição ou de arranque para motores de ignição por faísca ou por compressão (por exemplo, magnetos, dínamos-magnetos, bobinas de ignição, velas de ignição ou de aquecimento, motores de arranque); geradores (dínamos e";Uruguai;78
2015;"Catalão - GO";Goiás;9027;"Instrumentos e aparelhos para análises físicas ou químicas (por exemplo: polarímetros, refractómetros, espectrómetros, analisadores de gases ou de fumos); instrumentos e aparelhos para ensaios de viscosidade, porosidade, dilatação, tensão superficial ou s";Uruguai;78
2015;"Anápolis - GO";Goiás;3503;"Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína";Uruguai;78
2015;"Itumbiara - GO";Goiás;4008;"Chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida";Cuba;77
2015;"Anápolis - GO";Goiás;9021;"Artigos e aparelhos ortopédicos, incluídas as cintas e fundas médico-cirúrgicas e as muletas; talas, goteiras e outros artigos e aparelhos para fracturas; artigos e aparelhos de prótese; aparelhos para facilitar a audição dos surdos e outros aparelhos par";Angola;77
2015;"Catalão - GO";Goiás;8544;"Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados para usos elétricos (incluídos os envernizados ou oxidados anodicamente), mesmo com peças de conexão; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mes";Uruguai;77
2015;"Goiânia - GO";Goiás;8205;"Ferramentas manuais (incluídos os corta-vidros) não especificadas nem compreendidas em outras posições; lâmpadas ou lamparinas de soldar (maçaricos) e semelhantes; tornos de apertar, sargentos e semelhantes, exceto os acessórios ou partes de máquinas-fer";Venezuela;77
2015;"Itumbiara - GO";Goiás;8481;"Torneiras, válvulas (incluídas as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes";Venezuela;76
2015;"Catalão - GO";Goiás;7009;"Espelhos de vidro, mesmo emoldurados, incluídos os espelhos retrovisores";Argentina;76
2015;"Itumbiara - GO";Goiás;8708;"Partes e acessórios dos veículos automóveis das posições 8701 a 8705";Angola;76
2015;"Aparecida de Goiânia - GO";Goiás;7318;"Parafusos, pernos ou pinos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, anilhas ou arruelas (incluídas as de pressão) e artefactos semelhantes, de ferro fundido, ferro ou aço";Peru;76
2015;"Goiânia - GO";Goiás;6204;"Fatos de saia-casaco, conjuntos, casacos, vestidos, saias, saias-calças, calças, jardineiras, bermudas e calções (shorts) (exceto de banho), de uso feminino";Japão;73
2015;"Anápolis - GO";Goiás;9032;"Instrumentos e aparelhos para regulação ou controlo, automáticos";"Coreia do Sul";70
2015;"Anápolis - GO";Goiás;2932;"Compostos heterocíclicos exclusivamente de hetero-átomo(s) de oxigénio";Bolívia;66
2015;"Goiânia - GO";Goiás;1516;"Gorduras e óleos animais ou vegetais, e respectivas fracções, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo";Angola;64
2015;"Itumbiara - GO";Goiás;8538;"Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535, 8536 ou 8537";Cuba;64
2015;"Aparecida de Goiânia - GO";Goiás;8421;"Centrifugadores, incluídos os secadores centrífugos, aparelhos para filtrar ou depurar líquidos ou gases";Peru;62
2015;"Anápolis - GO";Goiás;6112;"Fatos de treino para desporto, fatos-macacos e conjuntos de esqui, malhôs, biquinis, calções (shorts) e slips, de banho, de malha";França;62
2015;"Anápolis - GO";Goiás;2930;"Tiocompostos orgânicos";Uruguai;59
2015;"Itumbiara - GO";Goiás;8536;"Aparelhos para interrupção, seccionamento, protecção, derivação, ligação ou conexão de circuitos elétricos (por exemplo: interruptores, comutadores, relés, corta-circuitos, eliminadores de onda, tomadas de corrente, machos e fêmeas, suportes para lâmpada";Cuba;58
2015;"Anápolis - GO";Goiás;2941;Antibióticos;Bolívia;57
2015;"Bom Jesus de Goiás - GO";Goiás;1005;Milho;"Taiwan (Formosa)";56
2015;"Anápolis - GO";Goiás;2924;"Compostos de função carboxiamida; compostos de função amida do ácido carbónico";Bolívia;52
2015;"Goiânia - GO";Goiás;6105;"Camisas de malha, de uso masculino";"Reino Unido";52
2015;"Anápolis - GO";Goiás;7318;"Parafusos, pernos ou pinos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, anilhas ou arruelas (incluídas as de pressão) e artefactos semelhantes, de ferro fundido, ferro ou aço";"Coreia do Sul";49
2015;"Catalão - GO";Goiás;3917;"Tubos e seus acessórios (por exemplo: juntas, cotovelos, flanges, uniões), de plástico";Paraguai;49
2015;"Goiânia - GO";Goiás;6211;"Fatos de treino para desporto, fatos-macacos e conjuntos de esqui, malhôs, biquinis, calções (shorts) e slips de banho; outro vestuário";"Reino Unido";48
2015;"Itumbiara - GO";Goiás;8505;"Electroímanes; ímanes permanentes e artefactos destinados a tornarem-se ímanes permanentes após magnetização; placas, mandris e dispositivos semelhantes, magnéticos ou electromagnéticos, de fixação; acoplamentos, embraiagens, variadores de velocidade e fr";Bolívia;47
2015;"Aparecida de Goiânia - GO";Goiás;3305;"Preparações capilares";"Emirados Árabes Unidos";46
2015;"Anápolis - GO";Goiás;2923;"Sais e hidróxidos de amónio quaternários; lecitinas e outros fosfoaminolípidos, de constitução química definida ou não";Uruguai;45
2015;"Goiânia - GO";Goiás;6212;"Soutiens, cintas, espartilhos, suspensórios, ligas e artefactos semelhantes, e suas partes, mesmo de malha";Portugal;45
2015;"Itumbiara - GO";Goiás;8505;"Electroímanes; ímanes permanentes e artefactos destinados a tornarem-se ímanes permanentes após magnetização; placas, mandris e dispositivos semelhantes, magnéticos ou electromagnéticos, de fixação; acoplamentos, embraiagens, variadores de velocidade e fr";Cuba;44
2015;"Itumbiara - GO";Goiás;8544;"Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados para usos elétricos (incluídos os envernizados ou oxidados anodicamente), mesmo com peças de conexão; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mes";Paraguai;43
2015;"Goiânia - GO";Goiás;6505;"Chapéus e outros artefactos de uso semelhante, de malha ou confeccionados com rendas, feltro ou outros produtos têxteis, em peça (mas não em tiras), mesmo guarnecidos; coifas e redes, para o cabelo, de qualquer matéria, mesmo guarnecidas";"Estados Unidos";42
2015;"Anápolis - GO";Goiás;2924;"Compostos de função carboxiamida; compostos de função amida do ácido carbónico";Uruguai;37
2015;"Anápolis - GO";Goiás;8533;"Resistências elétricas (incluídos os reóstatos e os potenciómetros), exceto de aquecimento";"Coreia do Sul";37
2015;"Goiânia - GO";Goiás;5007;"Tecidos de seda ou de desperdícios de seda";França;37
2015;"Anápolis - GO";Goiás;8543;"Máquinas e aparelhos, elétricos, com função própria, não especificados nem compreendidos em outras posições do presente capítulo";"Coreia do Sul";36
2015;"Anápolis - GO";Goiás;4011;"Pneumáticos novos, de borracha";"Coreia do Sul";36
2015;"Catalão - GO";Goiás;4908;"Decalcomanias de qualquer espécie";Paraguai;34
2015;"Itumbiara - GO";Goiás;4009;"Tubos de borracha vulcanizada não endurecida, mesmo providos dos respectivos acessórios (por exemplo: juntas, cotovelos, flanges, uniões)";Venezuela;31
2015;"Anápolis - GO";Goiás;1301;"Goma-laca; gomas, resinas, gomas-resinas e oleorresinas (bálsamos por exemplo), naturais";Bolívia;30
2015;"Goiânia - GO";Goiás;8482;"Rolamentos de esferas, de roletes ou de agulhas";México;28
2015;"Goiânia - GO";Goiás;6208;"Camisolas interiores, combinações, saiotes, calcinhas, camisas de noite, pijamas, déshabillés, roupões de banho, robes de quarto e artefactos semelhantes, de uso feminino";Portugal;26
2015;"Goiânia - GO";Goiás;6101;"Sobretudos, japonas, gabões, capas, anoraques, blusões e semelhantes, de malha, de uso masculino, exceto os artefactos da posição 6103";Portugal;26
2015;"Goiânia - GO";Goiás;6203;"Fatos, conjuntos, casacos, calças, jardineiras, bermudas e calções (shorts) (exceto de banho), de uso masculino";Portugal;26
2015;"Catalão - GO";Goiás;4911;"Outros impressos, incluídas as estampas, gravuras e fotografias";Argentina;24
2015;"Anápolis - GO";Goiás;2923;"Sais e hidróxidos de amónio quaternários; lecitinas e outros fosfoaminolípidos, de constitução química definida ou não";Bolívia;22
2015;"Goiânia - GO";Goiás;3926;"Outras obras de plástico e obras de outras matérias das posições 3901 a 3914";Portugal;20
2015;"Abadia de Goiás - GO";Goiás;7318;"Parafusos, pernos ou pinos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, anilhas ou arruelas (incluídas as de pressão) e artefactos semelhantes, de ferro fundido, ferro ou aço";"Costa Rica";19
2015;"Goiânia - GO";Goiás;9003;"Armações para óculos e artigos semelhantes, e suas partes";Portugal;17
2015;"Itumbiara - GO";Goiás;8708;"Partes e acessórios dos veículos automóveis das posições 8701 a 8705";Venezuela;17
2015;"Catalão - GO";Goiás;9031;"Instrumentos, aparelhos e máquinas de medida ou controlo, não especificados nem compreendidos em outras posições do presente capítulo; projectores de perfis";Uruguai;16
2015;"Anápolis - GO";Goiás;8413;"Bombas para líquidos, mesmo com dispositivo medidor; elevadores de líquidos";"Coreia do Sul";15
2015;"Anápolis - GO";Goiás;3507;"Enzimas; enzimas preparadas não especificadas nem compreendidas em outras posições";Uruguai;15
2015;"Anápolis - GO";Goiás;2916;"Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados";Bolívia;14
2015;"Anápolis - GO";Goiás;8481;"Torneiras, válvulas (incluídas as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes";"Coreia do Sul";14
2015;"Anápolis - GO";Goiás;2914;"Cetonas e quinonas, mesmo contendo outras funções oxigenadas, e seus derivados halogenados, sulfonados, nitratos ou nitrosados";Uruguai;12
2015;"Rio Verde - GO";Goiás;6305;"Sacos de quaisquer dimensões, para embalagem";"Congo, República Democrática";12
2015;"Goiânia - GO";Goiás;6208;"Camisolas interiores, combinações, saiotes, calcinhas, camisas de noite, pijamas, déshabillés, roupões de banho, robes de quarto e artefactos semelhantes, de uso feminino";Israel;12
2015;"Terezópolis de Goiás - GO";Goiás;3809;"Agentes de apresto ou de acabamento, aceleradores de tingimento ou de fixação de matérias corantes e outros produtos e preparações (por exemplo: aprestos preparados e preparações mordentes) dos tipos utilizados na indústria têxtil, na indústria do papel, ";"Guiana Francesa";10
2015;"Anápolis - GO";Goiás;2922;"Compostos aminados de funções oxigenadas";Uruguai;10
2015;"Catalão - GO";Goiás;4008;"Chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida";Argentina;10
2015;"Catalão - GO";Goiás;3919;"Chapas, folhas, tiras, fitas, películas e outras formas planas, auto-adesivas, de plástico, mesmo em rolos";Paraguai;10
2015;"Anápolis - GO";Goiás;8414;"Bombas de ar ou de vácuo, compressores de ar ou de outros gases e ventiladores; exaustores (coifas aspirantes) para extracção ou reciclagem, com ventilador incorporado, mesmo filtrantes";"Coreia do Sul";9
2015;"Anápolis - GO";Goiás;8544;"Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados para usos elétricos (incluídos os envernizados ou oxidados anodicamente), mesmo com peças de conexão; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mes";"Coreia do Sul";9
2015;"Itumbiara - GO";Goiás;8547;"Peças isolantes, inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas, exceto os isoladores da posição 8546; tubos isolado";Bolívia;8
2015;"Anápolis - GO";Goiás;1702;"Outros açúcares, incluídos a lactose, maltose, glicose e frutose (levulose), quimicamente puras, no estado sólido; xaropes de açúcares, sem adição de aromatizantes ou de corantes; sucedâneos do mel, mesmo misturados com mel natural; açúcares e melaços car";Bolívia;8
2015;"Itumbiara - GO";Goiás;2207;"Álcool etílico não desnaturado, com um teor alcoólico em volume igual ou superior a 80 % vol; álcool etílico e aguardentes, desnaturados, com qualquer teor alcoólico";"Reino Unido";8
2015;"Itumbiara - GO";Goiás;8503;"Partes reconhecíveis como destinadas às máquinas das posições 8501 ou 8502";Bolívia;8
2015;"Terezópolis de Goiás - GO";Goiás;3907;"Poliacetais, outros poliéteres e resinas epóxidas, em formas primárias; policarbonatos, resinas alquídicas, poliésteres alílicos e outros poliésteres, em formas primárias";"Guiana Francesa";7
2015;"Anápolis - GO";Goiás;2932;"Compostos heterocíclicos exclusivamente de hetero-átomo(s) de oxigénio";Uruguai;7
2015;"Itumbiara - GO";Goiás;8533;"Resistências elétricas (incluídos os reóstatos e os potenciómetros), exceto de aquecimento";Venezuela;7
2015;"Anápolis - GO";Goiás;8205;"Ferramentas manuais (incluídos os corta-vidros) não especificadas nem compreendidas em outras posições; lâmpadas ou lamparinas de soldar (maçaricos) e semelhantes; tornos de apertar, sargentos e semelhantes, exceto os acessórios ou partes de máquinas-fer";"Coreia do Sul";6
2015;"Goiânia - GO";Goiás;6207;"Camisolas interiores, cuecas, ceroulas, camisas de noite, pijamas, roupões de banho, robes e semelhantes, de uso masculino";Portugal;6
2015;"Itumbiara - GO";Goiás;7318;"Parafusos, pernos ou pinos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, anilhas ou arruelas (incluídas as de pressão) e artefactos semelhantes, de ferro fundido, ferro ou aço";Paraguai;6
2015;"Goiânia - GO";Goiás;6117;"Outros acessórios de vestuário, confeccionados, de malha; partes de vestuário ou de seus acessórios, de malha";Portugal;5
2015;"Itumbiara - GO";Goiás;2905;"Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados";"Reino Unido";5
2015;"Itumbiara - GO";Goiás;3920;"Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas a outras matérias";Bolívia;4
2015;"Anápolis - GO";Goiás;2710;"Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, contendo, em peso, 70 % ou mais de óleos de petróleo ou de minerais betuminosos, os quais devem constituir o seu elemento";"Estados Unidos";4
2015;"Anápolis - GO";Goiás;8536;"Aparelhos para interrupção, seccionamento, protecção, derivação, ligação ou conexão de circuitos elétricos (por exemplo: interruptores, comutadores, relés, corta-circuitos, eliminadores de onda, tomadas de corrente, machos e fêmeas, suportes para lâmpada";"Coreia do Sul";3
2015;"Goiânia - GO";Goiás;6111;"Vestuário e seus acessórios, de malha, para bebés";Portugal;3
2015;"Aparecida de Goiânia - GO";Goiás;3917;"Tubos e seus acessórios (por exemplo: juntas, cotovelos, flanges, uniões), de plástico";Chile;3
2015;"Terezópolis de Goiás - GO";Goiás;2909;"Éteres, éteres-álcoois, éteres-fenóis, éteres-álcoois-fenóis, peróxidos de álcoois, peróxidos de éteres, peróxidos de cetonas (de constituição química definida ou não), e seus derivados halogenados, sulfonados, nitrados ou nitrosados";"Guiana Francesa";2
2015;"Inhumas - GO";Goiás;1102;"Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio";Haiti;2
2015;"Anápolis - GO";Goiás;7318;"Parafusos, pernos ou pinos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, anilhas ou arruelas (incluídas as de pressão) e artefactos semelhantes, de ferro fundido, ferro ou aço";Uruguai;1
2015;"Goiânia - GO";Goiás;3924;"Serviços de mesa e outros artigos de uso doméstico, de higiene ou de toucador, de plástico";Chile;1
2015;"Catalão - GO";Goiás;7318;"Parafusos, pernos ou pinos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, anilhas ou arruelas (incluídas as de pressão) e artefactos semelhantes, de ferro fundido, ferro ou aço";Paraguai;1
2015;"Aparecida de Goiânia - GO";Goiás;7304;"Tubos e perfis ocos, sem costura, de ferro ou aço";Chile;1
2015;"Catalão - GO";Goiás;7318;"Parafusos, pernos ou pinos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, anilhas ou arruelas (incluídas as de pressão) e artefactos semelhantes, de ferro fundido, ferro ou aço";Argentina;1
2015;"Terezópolis de Goiás - GO";Goiás;7019;"Fibras de vidro (incluída a lã de vidro) e suas obras (por exemplo: fios, tecidos)";"Guiana Francesa";0
2015;"Goiânia - GO";Goiás;3923;"Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos destinados a fechar recipientes, de plástico";Chile;0
2015;"Itumbiara - GO";Goiás;8544;"Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados para usos elétricos (incluídos os envernizados ou oxidados anodicamente), mesmo com peças de conexão; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mes";Bolívia;0
2014;"Rio Verde - GO";Goiás;1201;"Soja, mesmo triturada";China;279391088
2014;"Anápolis - GO";Goiás;2304;"Tortas e outros resíduos sólidos da extração do óleo de soja";"Países Baixos (Holanda)";203874017
2014;"Alto Horizonte - GO";Goiás;2603;"Minérios de cobre e seus concentrados";Índia;179045824
2014;"Barro Alto - GO";Goiás;7202;Ferro-ligas;China;117359735
2014;"Luziânia - GO";Goiás;1201;"Soja, mesmo triturada";China;116293618
2014;"Alto Horizonte - GO";Goiás;2603;"Minérios de cobre e seus concentrados";Espanha;97033394
2014;"Itumbiara - GO";Goiás;1201;"Soja, mesmo triturada";China;90282560
2014;"Mozarlândia - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Rússia;85242668
2014;"Crixás - GO";Goiás;7108;"Ouro (incluído o ouro platinado), em formas brutas ou semimanufacturadas, ou em pó";"Reino Unido";84826194
2014;"Alto Horizonte - GO";Goiás;2603;"Minérios de cobre e seus concentrados";China;77395245
2014;"Barro Alto - GO";Goiás;7202;Ferro-ligas;"Países Baixos (Holanda)";74536180
2014;"Alto Horizonte - GO";Goiás;2603;"Minérios de cobre e seus concentrados";"Coreia do Sul";63146872
2014;"Pilar de Goiás - GO";Goiás;7108;"Ouro (incluído o ouro platinado), em formas brutas ou semimanufacturadas, ou em pó";Suíça;63131186
2014;"Ouvidor - GO";Goiás;7202;Ferro-ligas;"Países Baixos (Holanda)";59411510
2014;"Itumbiara - GO";Goiás;4107;"Couros preparados após curtimenta ou após secagem e couros e peles apergaminhados, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, exceto os da posição 4114";China;58873756
2014;"Barro Alto - GO";Goiás;7202;Ferro-ligas;Finlândia;57026974
2014;"Palmeiras de Goiás - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Rússia;54028030
2014;"Ouvidor - GO";Goiás;7202;Ferro-ligas;China;53169615
2014;"São Simão - GO";Goiás;2304;"Tortas e outros resíduos sólidos da extração do óleo de soja";"Países Baixos (Holanda)";52648019
2014;"Goiânia - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Rússia;50748089
2014;"Trindade - GO";Goiás;4104;"Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo";China;48709790
2014;"Crixás - GO";Goiás;7108;"Ouro (incluído o ouro platinado), em formas brutas ou semimanufacturadas, ou em pó";Suíça;45508540
2014;"Barro Alto - GO";Goiás;7202;Ferro-ligas;"Estados Unidos";44742846
2014;"Bom Jesus de Goiás - GO";Goiás;1201;"Soja, mesmo triturada";China;44737305
2014;"Minaçu - GO";Goiás;2524;Amianto;Índia;40694463
2014;"Barro Alto - GO";Goiás;7202;Ferro-ligas;"Reino Unido";39977806
2014;"Mozarlândia - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";"Hong Kong";36778513
2014;"Itumbiara - GO";Goiás;2304;"Tortas e outros resíduos sólidos da extração do óleo de soja";"Países Baixos (Holanda)";33948914
2014;"Barro Alto - GO";Goiás;7202;Ferro-ligas;Suécia;33233865
2014;"Goiânia - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";"Hong Kong";33195643
2014;"Trindade - GO";Goiás;4104;"Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo";Itália;31404651
2014;"Ouvidor - GO";Goiás;7202;Ferro-ligas;"Estados Unidos";31160243
2014;"Palmeiras de Goiás - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Irã;30780093
2014;"Jataí - GO";Goiás;1201;"Soja, mesmo triturada";China;30629865
2014;"Rio Verde - GO";Goiás;1005;Milho;Vietnã;29414022
2014;"Barro Alto - GO";Goiás;7202;Ferro-ligas;Itália;28087913
2014;"Senador Canedo - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Egito;28039924
2014;"Itumbiara - GO";Goiás;4107;"Couros preparados após curtimenta ou após secagem e couros e peles apergaminhados, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, exceto os da posição 4114";"Estados Unidos";27643054
2014;"Palmeiras de Goiás - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Egito;27544242
2014;"Quirinópolis - GO";Goiás;1701;"Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido";Egito;26959060
2014;"Rio Verde - GO";Goiás;1201;"Soja, mesmo triturada";Tailândia;26597740
2014;"Quirinópolis - GO";Goiás;1701;"Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido";China;26564883
2014;"Itumbiara - GO";Goiás;4107;"Couros preparados após curtimenta ou após secagem e couros e peles apergaminhados, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, exceto os da posição 4114";Uruguai;25907418
2014;"Rio Verde - GO";Goiás;1005;Milho;"Coreia do Sul";25728781
2014;"Rio Verde - GO";Goiás;1005;Milho;"Taiwan (Formosa)";23639963
2014;"Goianésia - GO";Goiás;1701;"Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido";"Estados Unidos";23634460
2014;"Jataí - GO";Goiás;2304;"Tortas e outros resíduos sólidos da extração do óleo de soja";França;23524917
2014;"Silvânia - GO";Goiás;1201;"Soja, mesmo triturada";China;23459487
2014;"Goiânia - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Irã;23045409
2014;"Rio Verde - GO";Goiás;1005;Milho;Egito;22061959
2014;"Goiânia - GO";Goiás;0206;"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";"Hong Kong";21852785
2014;"Luziânia - GO";Goiás;1005;Milho;Irã;21636146
2014;"Palmeiras de Goiás - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";"Hong Kong";20107187
2014;"Goiânia - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Egito;19740346
2014;"São Simão - GO";Goiás;2304;"Tortas e outros resíduos sólidos da extração do óleo de soja";Itália;19509255
2014;"Senador Canedo - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";"Hong Kong";19373755
2014;"Alto Horizonte - GO";Goiás;2603;"Minérios de cobre e seus concentrados";Alemanha;19156454
2014;"Mozarlândia - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Itália;18711636
2014;"Quirinópolis - GO";Goiás;1701;"Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido";Nigéria;18133750
2014;"Catalão - GO";Goiás;1201;"Soja, mesmo triturada";China;17849550
2014;"Mineiros - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Rússia;17615932
2014;"Rio Verde - GO";Goiás;1005;Milho;Malásia;17552271
2014;"Palmeiras de Goiás - GO";Goiás;0201;"Carnes de animais da espécie bovina, frescas ou refrigeradas";Chile;17314143
2014;"Minaçu - GO";Goiás;2524;Amianto;Indonésia;16367480
2014;"Palmeiras de Goiás - GO";Goiás;0201;"Carnes de animais da espécie bovina, frescas ou refrigeradas";Líbano;16070977
2014;"Rio Verde - GO";Goiás;1005;Milho;Irã;15911406
2014;"Goiatuba - GO";Goiás;1701;"Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido";"Estados Unidos";14826129
2014;"Senador Canedo - GO";Goiás;4104;"Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo";Itália;14659337
2014;"Quirinópolis - GO";Goiás;1701;"Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido";Bangladesh;14532904
2014;"Mineiros - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Egito;14028486
2014;"Mineiros - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";"Hong Kong";13949894
2014;"Goianira - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Irã;13458255
2014;"São Simão - GO";Goiás;2304;"Tortas e outros resíduos sólidos da extração do óleo de soja";Indonésia;12926657
2014;"São Simão - GO";Goiás;2304;"Tortas e outros resíduos sólidos da extração do óleo de soja";Rússia;12599200
2014;"Palmeiras de Goiás - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Venezuela;12548115
2014;"Jataí - GO";Goiás;1005;Milho;Japão;12304742
2014;"Jataí - GO";Goiás;1005;Milho;Vietnã;11912497
2014;"Rio Verde - GO";Goiás;2304;"Tortas e outros resíduos sólidos da extração do óleo de soja";Dinamarca;11871050
2014;"Itumbiara - GO";Goiás;4104;"Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo";China;11809889
2014;"Palmeiras de Goiás - GO";Goiás;0202;"Carnes de animais da espécie bovina, congeladas";Itália;11730791
2014;"Mozarlândia - GO";Goiás;0201;"Carnes de animais da espécie bovina, frescas ou refrigeradas";Rússia;11675645
2014;"São Simão - GO";Goiás;1201;"Soja, mesmo triturada";China;11323481
2014;"Anápolis - GO";Goiás;9032;"Instrumentos e aparelhos para regulação ou controlo, automáticos";França;11061024
2014;"Castelândia - GO";Goiás;1201;"Soja, mesmo triturada";China;10973847
2014;"Quirinópolis - GO";Goiás;1701;"Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido";Malásia;10916666
2014;"Luziânia - GO";Goiás;1201;"Soja, mesmo triturada";"Estados Unidos";10747020
2014;"Quirinópolis - GO";Goiás;1701;"Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido";"Emirados Árabes Unidos";10639650
2014;"Cristalina - GO";Goiás;5201;"Algodão, não cardado nem penteado";China;10603894
