NMU;PIB_I;PIBpC_I;VAADESS_I;VAADESS_R_I;VAAGRO_I;VAAGRO_R_I;VABT_I;VAIND_I;VAIND_R_I;VASERV_I;VASERV_R_I;PIB_V;PIBpC_V;VAADESS_V;VAADESS_R_V;VAAGRO_V;VAAGRO_R_V;VABT_V;VAIND_V;VAIND_R_V;VASERV_V;VASERV_R_V;PIB_M;PIBpC_M;VAADESS_M;VAADESS_R_M;VAAGRO_M;VAAGRO_R_M;VABT_M;VAIND_M;VAIND_R_M;VASERV_M;VASERV_R_M;ANOSESTUDOS;IDHME;IDEB_EF1M;IDEB_EF2M;IDEB_EMM;IDEB_FF1M;IDEB_FF2M;IDEB_FMM;IDEB_MF1M;IDEB_MF2M;IDEB_MMM;IDEB_PF1M;IDEB_PF2M;IDEB_PMM;INREND_EF1M;INREND_EF2M;INREND_EMM;INREND_FF1M;INREND_FF2M;INREND_FMM;INREND_MF1M;INREND_MF2M;INREND_MMM;INREND_PF1M;INREND_PF2M;INREND_PMM;NSLP_EF1M;NSLP_EF2M;NSLP_EMM;NSLP_FF1M;NSLP_FF2M;NSLP_FMM;NSLP_MF1M;NSLP_MF2M;NSLP_MMM;NSLP_PF1M;NSLP_PF2M;NSLP_PMM;NSMAT_EF1M;NSMAT_EF2M;NSMAT_EMM;NSMAT_FF1M;NSMAT_FF2M;NSMAT_FMM;NSMAT_MF1M;NSMAT_MF2M;NSMAT_MMM;NSMAT_PF1M;NSMAT_PF2M;NSMAT_PMM;TXAPRO_EF1M;TXAPRO_EF2M;TXAPRO_EMM;TXAPRO_FF1M;TXAPRO_FF2M;TXAPRO_FMM;TXAPRO_MF1M;TXAPRO_MF2M;TXAPRO_MMM;TXAPRO_PF1M;TXAPRO_PF2M;TXAPRO_PMM;RM_I;RM_V;V_RAECP;V_RAP;V_RCC;V_RCO;V_REM;V_RIT;V_RSE;V_RSIUP;M_RAECP;M_RAP;M_RCC;M_RCO;M_REM;M_RIT;M_RM;M_RSE;M_RSIUP;CENSO22;CENSO_V;EXPOR;IDMECO;IDMINFRA;IDMSUS;IDMSEG;IDMTRAB;REGIOES;IDEB_PFUND;NM_PF1;NM_PF2;NM_PM;NM_PFUND;NM_EF1;NM_EF2;NM_EM;NM_EFUND;NM_MF1;NM_MF2;NM_MM;NM_MFUND;NM_FF1;NM_FF2;NM_FM;NM_FFUND;IDEB_MFUND;IDEB_EFUND;IDEB_FFUND
Caldas Novas;119747122;1699433;176565788;1,58416E+16;68182573;6,11737E+16;1114573697;295445792;2,65075E+15;574379544;5,15336E+15;21,30369525;1,610714868;2,718097042;0,128474163;3,236922476;0,152997078;2,115676005;1,552117246;7,336270969;2,087270833;0,98657395;1964914387;2274807,273;292784985,1;1,24172E+16;125275909,8;2,05877E+16;1910838900;414874508,5;1,54122E+16;945759792,8;4,9824E+15;10,48;0,64;6,583333333;4,966666667;4,766666667;;;;5,55;4,666666667;;5,716666667;4,85;4,766666667;0,987594833;0,922550668;0,966447007;;;;0,948956832;0,916788667;;0,956101997;0,920070003;0,966447007;228,592;261,45;285,51;;;;207,556;251,756;;211,762;257,866;285,51;239,648;260,628;282,7866667;;;;214,05;247,542;;219,21;255,754;282,7866667;98,75;92,33333333;96,46666667;;;;94,93333333;91,81666667;;95,65;92,1;96,46666667;967,54;1,88048;2,126627333;2,621074036;1,839990952;1,827645648;1,974894184;2,054381126;1,678552404;2,78802429;1405,440909;2141,893636;1420,364545;1320,65;1775,460909;1288,373636;1524,739091;1433,729091;6822,893636;98622;1,399429569;116,9207712;1,779569892;0,925249169;0,810077519;1,355691057;1,434108527;SUL GOIANO;5,283333333;215,486;256,81;284,1483333;236,148;234,12;261,039;284,1483333;247,5795;210,803;249,649;;230,226;;;;;5,108333333;5,775;
Valparaíso de Goiás;1117499329;84056;277873253;2,75707E+16;452985;4,49453E+16;1007858709;110419068;1,09558E+15;619113403;6,14286E+15;0,240624208;18,58440801;2,711909455;1,123932181;1,743459496;0,072256477;2,412876417;2,528649345;10,47981292;2,258504722;0,936021715;1834104030;1137300;448337086,2;1,65642E+16;486984,4545;1,60637E+16;1551827813;209630500;8,37101E+15;1034718215;5,49951E+15;9,96;0,695;;4,55;4,233333333;;;5,8;5,083333333;4,133333333;;5,083333333;4,266666667;4,266666667;;0,901620163;0,928288657;;;0,900943515;0,912866325;0,844232498;;0,912866325;0,860091828;0,926728997;;252,508;275,5966667;;;331,76;200,444;249,1;;200,444;250,424;276,6366667;;249,534;266,5066667;;;350,58;208,776;244,542;;208,776;246,406;268,2433333;;90,13333333;92,63333333;;;90;91,25;84,05;;91,25;85,85;92,46666667;1091,95;1,719071;1,885827441;2,240504347;1,307582441;1,458262076;1,390368714;1,969090275;1,546352121;1,40428684;857,8427273;2478,631818;1301,559091;1404,463636;1240,195;1276,316364;1622,301818;1419,97;1440,483636;198861;1,495397873;23,67412551;1,656626506;1,100490196;0,892234548;1,029069767;1,326315789;LESTE GOIANO;4,675;204,61;248,415;272,44;226,5125;;251,021;271,0516667;;204,61;246,821;;225,7155;;;341,17;;4,608333333;;
Formosa;1085948566;1085037;222517326;2,27466E+16;62230124;6,3614E+15;978245004;158327314;1,61848E+16;535170239;5,47072E+15;2,521924626;2,040719349;2,366845901;0,943803701;3,081180314;1,22865176;2,507773491;3,00870371;0,119975098;2,351495594;0,937682611;1774448382;1552755;378382069,3;1,86104E+16;122496877,5;7,26173E+15;1528906755;241264270,7;8,2153E+15;882310649,1;5,14987E+15;10,25;0,666;;4,783333333;4,566666667;;;;5,1;4,116666667;;5,116666667;4,433333333;4,533333333;;0,931037828;0,95714733;;;0,96019697;0,933109495;0,874336512;;0,933109495;0,899870828;0,952844003;;253,682;275,1133333;;;;194,248;238,712;;195,02;246,564;275,8633333;;256,07;280,7266667;;;;207,204;240,606;;207,204;248,802;281,6533333;;93,21666667;95,63333333;;;96,7;93,2;87,21666667;;93,2;89,96666667;95,56666667;965,24;1,688264;1,421365112;1,691867628;0,619800341;1,348640968;1,658318002;1,166882973;1,389210699;1,537489519;1359,397273;1910,634545;1295,497273;1140,572727;1894,855455;1221,304;1501,047273;1463,456364;5833,345714;115669;1,155707648;0,635105656;1,931034483;1,037688442;0,8;1,283216783;1,424603175;LESTE GOIANO;4,775;201,112;247,683;278,7583333;224,3975;;254,876;277,92;;200,726;239,659;;220,1925;;;;;4,608333333;;
Mineiros;117343387;2215531;129394162;1,20468E+16;323596029;3,01273E+15;1074094943;201801028;1,8788E+16;419303723;3,90379E+15;22,3153698;1,734177495;2,843746273;1,276039446;2,144567043;0,962305311;0,222857239;1,999848886;0,08973677;2,213644127;9,933014252;1759731703;2956975,727;224670288;1,25176E+16;434160716,1;1,73414E+16;1433866490;344317231,2;1,62358E+16;460392349;2,87502E+16;8,66;0,584;5,966666667;5,216666667;4,633333333;;;;6,166666667;2,2;;6,15;5,2;4,633333333;0,966246;0,9108535;0,93836667;;;;0,9233115;0,474589495;;0,925329667;0,907869173;0,93836667;213,464;268,804;284,23;;;;223,994;236,52;;223,504;268,628;284,23;228,212;275,332;283,25;;;;241,486;253,3;;240,884;275,216;283,25;96,53333333;91,05;93,66666667;;;;92,41666667;53,15;;92,56666667;90,75;93,66666667;1243,74;1,896072;1,4501342;2,369777801;0,776609724;2,142709659;0,826641078;2,227823391;1,979933275;1,014735402;2034,231818;2708,352727;1374,770909;1566,43;1691,19125;1749,889091;1909,182727;1961,637273;1306,440909;70073;1,323755549;36,50268669;1,377777778;0,983050847;0,988505747;0,939643347;1,126315789;SUL GOIANO;5,675;232,194;271,922;283,74;252,058;220,838;272,068;283,74;246,453;232,74;244,91;;238,825;;;;;4,183333333;5,591666667;
Trindade;1028754359;984397;207197939;2,20574E+15;32499238;3,45974E+16;939356229;332608475;3,54081E+16;367050577;3,90747E+16;2,346368532;1,888799946;2,603870818;11,52875234;1,601734878;0,070917515;2,258588564;1,960949801;0,008682191;2,391547481;0,105886814;1729661069;1457452,182;343406127,3;1,58842E+16;36157384,27;1,14445E+16;1537250029;456561885,5;1,78284E+16;607893063,7;2,19533E+16;9,44;0,608;5,8;4,866666667;4,466666667;;;5,85;5,55;4,7;;5,65;4,816666667;4,566666667;0,981728335;0,92906017;0,971602667;;;0,90024048;0,973117;0,924279658;;0,974801337;0,928434838;0,964123333;205,654;258,304;275,69;;;329,885;202,254;252,5725;;204,596;257,518;278,6133333;218,456;256,848;271,2033333;;;348,465;211,432;245,16;;214,546;255,89;275,2866667;97,81666667;92,88333333;96,63333333;;;89,05;97,35;92,6;;97,41666667;92,85;95,63333333;1001,08;2,191883;2,115581895;4,017897197;1,372242674;2,119309169;2,408376963;1,95644906;2,015494237;0,550776551;1266,316364;1663,909091;1341,409091;1308,525455;1327,743333;1741,723636;1626,672727;1734,541818;3235,642727;142431;1,363132609;0,504321842;1,786585366;1,029345372;0,939467312;0,991584853;1,342741935;CENTRO GOIANO;5,233333333;209,571;256,704;276,95;233,1375;212,055;257,576;273,4466667;234,8155;206,843;248,86625;;227,854625;;;339,175;;5,125;5,333333333;
São Simão;1314512806;7693508;48463984;3,81318E+15;13399083;1,05425E+16;1270959112;1081968022;8,513E+15;127128022;1,00025E+16;0,105794966;0,86138326;2,706189074;2,616379992;2,334301235;2,256833828;1,034325703;0,827037883;0,799591348;2,024155902;1,956981148;1611091917;9110643,909;90861269,55;1,23631E+16;21042487,64;1,0919E+16;1665829510;1351993128;7,05226E+15;198719050,3;1,11765E+16;9,74;0,599;;4,666666667;3,833333333;;;;5,983333333;5,05;5,45;5,966666667;4,866666667;4,466666667;0,85000002;0,901474168;0,87183532;;;;0,942746003;0,853782002;0,946799007;0,942468832;0,863646328;0,91034801;;252,288;263,3266667;;;;220,878;275,232;305,135;220,878;267,43;282,5;;260,01;268,8066667;;;;231,544;279,404;306,14;231,544;272,762;284,8766667;85;90,13333333;87,46666667;;;;94,31666667;85,4;94,16666667;94,28333333;86,41666667;90,9;1190,79;1,763065;2,470120761;1,899464539;1,735380918;1,839565788;2,200505453;1,690812319;1,518841845;2,494193239;1439,095455;2131,121818;2778,039091;1224,840909;1824,004545;2184,546364;1882,109091;1545,400909;1527,134545;17020;0,996020599;4,4734533;0,988950276;0,873617694;0,98372093;0,915048544;1,227799228;SUL GOIANO;5,416666667;226,211;270,096;283,6883333;248,1535;;256,149;266,0666667;;226,211;277,318;305,6375;251,7645;;;;;5,516666667;;
Quirinópolis;771852842;178492;98927767;1,40468E+16;141875551;2,0145E+16;704271534;176157463;2,50127E+15;287310752;4,07955E+15;2,565277421;21,87930552;2,377449892;0,922273661;2,907347454;0,112783449;2,577813932;3,098896264;1,202141173;2,164589848;0,839699802;1410894492;2538037,455;159354875,2;1,11008E+16;219002754,8;1,92955E+16;1282872921;284424687,5;1,03608E+16;515452983,5;2,06107E+16;9,78;0,642;5,966666667;5,166666667;4,666666667;;;;6,55;5,25;;6,466666667;5,233333333;4,666666667;0,966791003;0,915900668;0,937142347;;;;0,97452682;0,938180335;;0,972721317;0,929317985;0,937142347;210,17;263,864;283,1666667;;;;227,074;263,73;;225,108;264,128;283,1666667;225,38;270,612;287,2366667;;;;242,498;268,786;;240,74;270,296;287,2366667;96,6;91,7;93,5;;;;97,4;93,76666667;;97,2;93,08333333;93,5;1238,51;2,090988;1,709074447;2,277279786;1,250368175;1,974656949;1,745171985;2,009867882;1,562406608;0,341488405;1655,108182;1775,733636;1507,12;1331,943636;1213,29125;2686,586364;2055,004545;1630,140909;5705,179091;48447;1,12093938;0,522554576;1,587064677;0,885931559;1,042780749;1,019553073;1,173076923;SUL GOIANO;5,85;232,924;267,212;285,2016667;250,068;217,775;267,238;285,2016667;242,5065;234,786;266,258;;250,522;;;;;5,9;5,566666667;
Águas Lindas de Goiás;767597182;481237;317685962;4,41478E+16;1104715;1,53519E+16;719595947;90263235;1,25436E+16;310542036;4,31551E+16;2,721159611;1,993763987;2,646261779;0,994274402;4,32671413;1,625667249;2,66150046;1,783368766;0,670061416;2,92640673;1,099532679;1385444124;777689,1818;582656640;2,77937E+16;3220067,273;1,50953E+16;1292991417;130523768,2;1,00079E+16;658206429,1;2,38218E+16;9,3;0,588;;3,883333333;3,866666667;;;;4,95;;;4,95;3,883333333;3,933333333;;0,836996157;0,901423987;;;0,937166005;0,922289657;;;0,922289657;0,836996157;0,902923337;;240,674;266,05;;;;193,898;;;193,898;240,674;267,9966667;;237,318;257,2066667;;;;202,786;;;202,786;237,318;258,7766667;;83,6;89,83333333;;;93,75;92,15;;;92,15;83,6;89,96666667;1002,29;1,880663;1,789389245;2,263547836;0,763314024;1,876698015;1,787667499;1,570526796;1,764274082;2,924297322;1045,62;2085,343636;1115,928182;1169,555455;1121,8625;1238,257273;1444,459091;1265,316364;5135,345;225671;1,415948249;0,413614821;1,946969697;1,277777778;0,705244123;1,038737446;1,714285714;LESTE GOIANO;4,416666667;198,342;238,996;263,3866667;218,669;;238,996;261,6283333;;198,342;;;;;;;;;;
Goiatuba;712143519;2192493;99403163;1,54957E+15;127447712;1,98675E+16;641489132;139660597;2,17713E+15;274977661;4,28655E+15;2,683089354;2,548079287;2,167118153;7,919515588;4,403689162;1,609283966;2,736427663;2,990357696;10,9279618;2,040511054;0,745684267;1241501588;3589972,273;140411184,5;1,05664E+16;292968835,5;1,98002E+16;1023024112;196104466,6;1,65838E+16;472795735,5;1,05466E+16;9,82;0,627;5,933333333;4,766666667;4,566666667;;;;5,84;4,525;3,8;5,88;4,883333333;4,5;0,979764343;0,887188998;0,875300663;;;;0,929619492;0,89539817;0,92045633;0,931778502;0,892083157;0,877961327;204,095;258,014;292,5033333;;;;216,0825;248,5175;248,96;215,7725;260,914;290,6566667;225,605;264,146;293,7533333;;;;226,565;245,47;253,455;226,5075;265,466;291,6466667;98,16666667;88,7;87;;;;93,01666667;90,48333333;92,66666667;93,21666667;89,2;87,23333333;1175,48;2,358671;1,80478633;3,198588041;1,250037521;2,149594557;;2,470205085;1,638107471;4,59900322;2292,12;2614,492727;1043,898182;1426,062727;;2207,903636;2109,619091;1619,506364;10116,75286;35649;1,097162378;1,080140022;2,384615385;0,697336562;1,196211096;1,039835165;1,226277372;SUL GOIANO;5,381666667;221,14;263,19;291,1516667;242,165;214,85;261,08;293,1283333;237,965;221,32375;246,99375;251,2075;234,15875;;;;;5,1825;5,35;
Minaçu;930914654;2988586;79812397;8,99085E+15;17398227;1,95991E+15;887707177;667215157;7,51616E+15;123281396;1,38876E+16;1,055622866;1,141999594;1,971719782;1,847488754;2,484741865;0,232818715;1,067243185;0,827999523;0,775830228;1,576456978;1,477130049;1054500836;3194431,364;109215607,3;8,53421E+15;26889025,82;1,15344E+16;908577668,9;662322093,5;5,33828E+15;154237322,7;1,40384E+16;9,83;0,637;6,283333333;4,933333333;4,233333333;;;;5,883333333;4,966666667;;5,933333333;4,9;4,233333333;0,976546158;0,93901316;0,940673003;;;;0,962193163;0,923718173;;0,964501503;0,932605997;0,940673003;215,21;255,24;268,4433333;;;;211,014;259,702;;211,62;255,892;268,4433333;234,858;260,422;268,6933333;;;;227,316;259,6;;228,494;259,426;268,6933333;97,23333333;93,95;93,73333333;;;;96,18333333;92,43333333;;96,35;93,31666667;93,73333333;1454,31;1,833742;2,151206904;2,691148275;1,407381483;2,020143745;1,445122824;1,341641738;1,798245033;2,727714295;1047,400909;2248,920909;1478,229091;1144,04;3927,361818;1375,167273;2197,769091;1586,599091;7434,581818;27075;0,869069782;0,359245051;1,522727273;1,169491525;0,889526542;1,031823745;1,288256228;NORTE GOIANO;5,416666667;220,057;257,659;268,5683333;238,858;225,034;257,831;268,5683333;241,4325;219,165;259,651;;239,408;;;;;5,425;5,608333333;
Morrinhos;667439971;1609957;95164974;1,59655E+16;148958518;2,49903E+16;596064824;109589952;1,83856E+15;24235138;4,06586E+14;2,334602335;2,07926485;2,275323209;0,09594619;2,617031293;1,103553902;0,237145761;0,24526734;10,34247204;22,21542638;9,367836191;1034580094;2581391,727;128701398,1;1,26944E+16;236481900,5;2,08274E+16;756286164,4;157627907,1;1,04553E+16;408927822;2,44263E+16;9,99;0,621;5,9;4,7;4,533333333;;;4,9;5,916666667;4,666666667;;5,9;4,633333333;4,5;0,982106667;0,890574165;0,912511663;;;0,871778995;0,938210832;0,842730838;;0,948897498;0,872981342;0,89374666;208,11;253,494;285,0833333;;;295,22;217,8;265,272;;215,478;255,74;286,0966667;226,394;260,966;287,49;;;312,48;230,826;269,044;;229,538;262,536;289,96;98,28333333;89,15;90,93333333;;;85,95;93,83333333;84;;94,88333333;87,35;88,83333333;1100,03;2,03909;1,779176937;3,478747892;2,837813635;2,016673187;2,61627907;1,766692236;1,556807195;1,696786096;1535,084545;1817,735455;1146,167273;1399,141818;1106,25;1879,069091;1828,701818;2470,117273;7630,816364;51351;1,238567294;0,785665496;1,688888889;0,903921569;1,018939394;0,981375358;1,121323529;SUL GOIANO;5,266666667;222,508;259,138;288,0283333;240,823;217,252;257,23;286,2866667;237,241;224,313;267,158;;245,7355;;;303,85;;5,291666667;5,3;
Itaberaí;520256397;1469153;75640438;1,62969E+16;80152305;1,7269E+16;464140902;106250607;2,28919E+16;202097552;4,35423E+15;2,726089279;2,213017977;2,471241296;0,900318583;3,565231455;1,298879287;0,02744852;3,009039064;0,109624819;2,383000567;0,086817087;980532166,3;2444430;125121174,4;1,20158E+16;131197735,6;1,64236E+16;611984996,5;184185840;1,98856E+16;331562372,5;1,81123E+16;10,02;0,61;6,35;5,5;4,666666667;;;;6,4;4,883333333;;6,416666667;5,133333333;4,666666667;0,988539265;0,984255988;0,961747003;;;;0,989713838;0,952548173;;0,989854325;0,964529163;0,961747003;216,8;266,966;281,02;;;;220,56;252,672;;220,608;259,44;281,02;235,4733333;268,936;279,2233333;;;;234,822;254,162;;234,912;261,082;279,2233333;98,775;98,45;96;;;;98,91666667;95,26666667;;98,91666667;96,43333333;96;874,2;2,027122;2,187063943;3,086656903;1,466033705;1,87457235;3,330955711;2,011123458;1,547824394;2,344707282;1304,51;1836,030909;1253,254545;1259,258182;2111,843333;1395,240909;1409,296364;1388,576364;6850,492857;44734;1,264708377;7,072814528;1,904458599;1,100609756;0,839895013;1,050670641;1,32244898;CENTRO GOIANO;5,775;227,76;260,261;280,1216667;244,0105;226,1366667;267,951;280,1216667;247,0438333;227,691;253,417;;240,554;;;;;5,641666667;5,925;
Chapadão do Céu;932925187;13319891;29062778;3,22595E+16;566725667;6,29062E+15;900905289;136313453;1,51307E+16;168803391;1,87371E+16;1,966980843;1,313821712;2,566570477;0,137287926;1,103856584;0,590461795;1,869480116;4,456612833;0,238387817;2,230717705;1,193228902;959312250,3;11699878,09;45737670,73;1,51273E+16;384896888;1,39329E+16;856903834,2;223064583,2;1,0832E+16;230966283,5;1,55632E+16;9,45;0,652;;;4,7;;;;6,566666667;5,6;;6,566666667;5,6;4,7;;;0,972727677;;;;0,957680825;0,948938833;;0,957680825;0,948938833;0,972727677;;;279,8533333;;;;230,836;274,012;;230,836;274,012;279,8533333;;;281,34;;;;245,7;277,466;;245,7;277,466;281,34;;;97,13333333;;;;95,75;94,7;;95,75;94,7;97,13333333;1578,73;2,297454;2,70272239;2,120363962;1,717946144;2,238062556;;2,297723534;2,209627158;1,115133404;2468,592727;2585,401818;1990,957273;1667,183636;;3075,412727;2664,366364;2139,277273;3196,18;12870;1,838308813;13,17299179;1,290429043;1,178147268;1,096855346;1,615560641;1,077235772;SUL GOIANO;6,083333333;238,268;275,739;280,5966667;257,0035;;;280,5966667;;238,268;275,739;;257,0035;;;;;6,083333333;;
Santa Helena de Goiás;559354217;1534201;83101836;1,61858E+16;121145513;2,35956E+16;513425246;97447536;1,89799E+16;211730361;4,12388E+16;2,411789156;2,26580611;2,429821226;1,025081317;2,621582592;1,105980682;2,370369244;2,109626138;0,088999895;0,232330388;0,980144292;955080514,5;2070155,455;141130676,2;1,34538E+16;212126712,2;1,81838E+16;795655904,6;141482852,8;1,01188E+16;324655193,3;2,77819E+16;9,51;0,627;6,025;4,866666667;4,433333333;;;;5,866666667;;;5,9;4,866666667;4,433333333;0,9556375;0,929152162;0,947750317;;;;0,960936668;;;0,9612605;0,929152162;0,947750317;211,7433333;256,112;274,5433333;;;;213,914;;;214,234;256,112;274,5433333;230,5766667;257,958;275,2333333;;;;223,826;;;224,61;257,958;275,2333333;95,725;92,93333333;94,6;;;;96,08333333;;;96,13333333;92,93333333;94,6;1075,97;1,956755;1,716759524;2,384444116;1,926860864;2,023074221;2,76616676;2,009629423;1,87974177;0,197384327;1932,502727;1915,195455;2308,487273;1380,43;1924,514;1931,916364;1742,021818;1419,266364;6444,53;38492;1,055471771;0,120284777;1,427135678;0,857388316;0,893665158;1,014765101;1,190661479;SUL GOIANO;5,383333333;219,422;257,035;274,8883333;238,2285;221,16;257,035;274,8883333;239,0975;218,87;;;;;;;;;5,445833333;
Goianésia;677333875;1137516;133036519;2,23822E+16;43929541;7,39074E+15;594386582;116591035;1,96154E+16;300829487;5,06118E+15;0,235055521;1,969240872;2,29855261;0,954158924;2,118271461;0,879321887;2,408982982;3,07394807;1,27603561;2,24255358;0,930913002;934321513,1;1589694,364;227921857,4;2,0347E+16;70793584;1,62162E+16;905287593,3;213566695,3;1,58401E+16;509823598,5;8,67864E+15;10,21;0,636;;5,466666667;4,766666667;;;;6,7;;;6,7;5,466666667;4,766666667;0,95233101;0,96739716;0,929073347;;;;0,985321832;;;0,985352667;0,96739716;0,929073347;;267,384;290,35;;;;227,964;;;227,964;267,384;290,35;;270,776;292,6666667;;;;243,95;;;243,95;270,776;292,6666667;95,5;96,78333333;92,63333333;;;;98,5;;;98,5;96,78333333;92,63333333;1079,19;1,938889;2,403947568;2,370057174;1,787479785;1,2076973;1,239701856;2,203523123;2,067474837;1,1804865;1651,321818;1776,505455;1461,756364;1139,82;1286,774545;1995,428182;1676,747273;1583,658182;4714,343636;73708;1,237770575;1,119920702;0,675675676;0,959427208;0,950574713;0,933422104;1,410358566;CENTRO GOIANO;6,083333333;235,957;269,08;291,5083333;252,5185;;269,08;291,5083333;;235,957;;;;;;;;;;
Inhumas;581552497;120624;107741189;2,02365E+16;58233234;1,09376E+16;532411454;120593361;2,26504E+16;24584367;4,61755E+15;2,163502448;19,58481728;2,294303091;0,105864089;2,872763532;0,01325555;2,167215642;0,198056939;0,913877399;20,3595096;9,394316472;921435617,5;1515245,091;176377453,1;1,91799E+16;93067433;9,2091E+15;767103344,6;110285470,1;1,17126E+16;373415150;3,1309E+16;9,67;0,618;6,36;5,35;4,833333333;;;5,4;6,133333333;4,85;;6,166666667;5,3;4,766666667;0,991514612;0,96625399;0,97369967;;;0,89982098;0,988676492;0,909371177;;0,989272847;0,955487342;0,954883323;216,7125;263,218;281,9466667;;;322,17;217,076;256,234;;217,23;262,394;283,6833333;235,5325;269,902;289,5533333;;;320,05;224,362;263,25;;225,724;269,134;290,7133333;99,1;96,61666667;97,33333333;;;89,6;98,83333333;90,63333333;;98,9;95,53333333;95,4;921,13;1,920902;2,113691334;1,908545596;1,26046021;2,160406908;1,270868087;1,898163213;1,691499584;0,206140123;1385,566364;1913,045455;1336,941818;1175,148182;1075,3975;1365,626364;1422,619091;1407,873636;5910,979;52204;1,082037889;29,88720943;1,759493671;0,745652174;0,972845336;1,124293785;1,347031963;CENTRO GOIANO;5,733333333;221,477;265,764;287,1983333;243,6205;226,1225;266,56;285,75;246,34125;220,719;259,742;;240,2305;;;321,11;;5,491666667;5,855;
Niquelândia;7708764;1818963;117323198;1,63776E+15;73035214;1,01953E+16;716362685;309680692;4,32296E+15;21632358;3,01975E+15;139,0845648;1,26137475;1,95302744;1,432220185;0,442905952;0,032479771;1,363636304;0,430773899;3,159008728;1,344481586;9,859532065;882021683,3;1910084,818;177620261,3;7,77356E+15;118105460,5;8,10981E+15;959383065,6;337337138,3;1,5662E+16;244975060,4;9,87554E+15;10,73;0,64;6,2;4,983333333;4,5;;;;5,366666667;4,266666667;;5,55;4,833333333;4,5;0,981265404;0,952630833;0,95005967;;;;0,948746493;0,907940335;;0,953372828;0,934338;0,95005967;211,765;254,416;276,1633333;;;;201,688;237,526;;204,228;252,092;276,1633333;231,705;257,942;278,35;;;;211,616;239,586;;215,974;255,768;278,35;97,38;95,25;95;;;;94,91666667;90,41666667;;95,2;93,43333333;95;1458,25;1,325369;1,826035812;2,050183686;0,959427;1,94624438;1,380227764;1,649309365;1,561659954;0,32568928;1702,665455;2248,769091;1475,649091;1185,141818;3327,87;2839,707273;1931,300909;1467,15;7300,38625;34964;0,825381837;27,74923503;1,450292398;0,968992248;0,822891566;1,154262517;1,21942446;NORTE GOIANO;5,191666667;210,101;253,93;277,2566667;232,0155;221,735;256,179;277,2566667;238,957;206,652;238,556;;222,604;;;;;4,816666667;5,591666667;
Palmeiras de Goiás;500593347;2145431;5507416;1,23765E+16;77026351;1,73097E+16;444990558;144340816;3,24368E+16;168549231;3,7877E+16;2,819318374;2,238131173;24,63116787;0,853346738;3,718489261;1,288270495;2,886419642;3,334117641;1,155104959;2,261087017;0,783353531;863175284,6;2165893,273;77088200,36;9,60739E+15;127999018,4;1,46953E+16;706813439,5;250060849,5;1,74644E+16;275294320,9;2,05681E+16;9,22;0,598;5,22;4,516666667;4,4;;;;6,016666667;5,32;;5,966666667;4,733333333;4,4;0,959212792;0,95041433;0,969214007;;;;0,990635505;0,984131995;;0,98600599;0,961183167;0,969214007;190,745;239,874;270,2533333;;;;215,042;265,4975;;213,166;245,524;270,2533333;208,2325;243,594;270,41;;;;224,472;262,7525;;223,628;247,656;270,41;95,2;95,2;96,56666667;;;;99,1;98,41666667;;98,58333333;96,23333333;96,56666667;983,61;1,976607;2,125558859;3,058034102;1,568433735;2,212606904;1;1,775711648;1,568759628;1,808576524;1388,454545;2064,863636;1508,250909;1315,110909;754,8;1431,406364;1512,163636;1528,319091;4766,378182;31858;1,365069843;1,503038788;1,484536082;1,171296296;0,981723238;0,938401048;1,225454545;SUL GOIANO;5,35;218,397;246,59;270,3316667;232,4935;199,48875;241,734;270,3316667;220,611375;219,757;264,125;;241,941;;;;;5,668333333;4,868333333;
Planaltina;499464738;611999;18527242;3,96822E+15;36493324;7,81625E+15;466890353;45110244;9,66185E+14;200014366;4,28397E+15;2,556127218;2,301529904;23,9540624;0,946583589;3,25408746;0,012859054;2,530580783;2,697083572;10,65796275;2,486233804;9,824755727;823346682,8;845203;304712802,1;9,6704E+15;62723124,55;5,58337E+15;843208342,9;79319776,82;7,60387E+15;351034360,5;1,89605E+16;9,25;0,566;;4,416666667;4,233333333;;;;4,816666667;3,7;;4,816666667;4;4,233333333;;0,901608488;0,96664235;;;;0,896017002;0,79884182;;0,896017002;0,838476667;0,96664235;;246,284;267,41;;;;193,454;238,154;;193,454;243,312;267,41;;246,028;260,35;;;;202,886;236,59;;202,886;242,58;260,35;;90,33333333;96,5;;;;89,58333333;79,21666667;;89,58333333;83,7;96,5;1105,59;1,851527;1,649240529;2,232121199;1,290243902;1,905500054;2,522711127;3,554230508;1,624756421;0,51626344;1239,191818;2385,459091;1281,835455;1155,712727;2164,738182;1325,704545;1740,31;1367,655455;2267,986364;105031;1,286372154;1;2,252427184;1,219879518;1,00143472;1,113385827;1,535433071;LESTE GOIANO;4,408333333;198,17;242,946;263,88;220,558;;246,156;263,88;;198,17;237,372;;217,771;;;;;4,258333333;;
