NMU,ANO,REM,RIT,RSIUP,RCC,RCO,RSE,RAP,RAECP
Jandaia,2015,2856.29,2743.57,0.0,788.0,1558.66,2435.29,1835.09,1389.04
Jandaia,2016,2706.6,2649.92,0.0,880.0,1830.83,2262.27,1944.52,1591.79
Jandaia,2017,2436.33,2726.88,0.0,0.0,1936.04,2308.43,2023.34,1725.57
Jandaia,2018,2308.09,2755.98,0.0,0.0,1978.14,2165.1,2294.68,1717.45
Jandaia,2019,2717.64,2736.45,0.0,0.0,1935.05,2655.36,2476.4,1650.1
Jandaia,2020,2241.24,3325.55,0.0,0.0,2115.1,2275.99,2508.62,1791.11
Jandaia,2021,2367.19,3248.82,0.0,0.0,2428.0,2577.49,2727.12,1956.37
Jaraguá,2010,902.72,658.27,4204.93,1080.71,714.22,998.85,1107.7,711.07
Jaraguá,2011,948.12,712.73,1468.31,1327.92,761.71,1022.64,1253.66,776.12
Jaraguá,2012,1173.12,989.1,2207.93,790.02,883.95,1309.31,1426.99,936.03
Jaraguá,2013,1195.85,1223.16,2675.54,1232.22,1018.93,1405.3,1369.74,1000.92
Jaraguá,2014,1409.82,1333.33,3683.27,2541.79,1073.55,1517.18,1519.24,1098.96
Jaraguá,2015,1169.35,1443.24,4185.94,1726.94,1181.58,1635.7,1641.04,1205.27
Jaraguá,2016,1531.31,1573.3,14509.01,2020.95,1285.75,1806.12,1819.96,1333.31
Jaraguá,2017,1615.89,1641.71,0.0,2045.42,1403.88,1807.19,2358.79,1680.98
Jaraguá,2018,1642.72,1670.95,0.0,1520.09,1419.14,1836.21,2491.47,1453.9
Jaraguá,2019,1585.61,1405.28,0.0,1590.31,1445.08,2277.49,1980.12,1528.05
Jaraguá,2020,2017.89,1295.67,859.73,1338.85,1443.56,1485.23,3245.08,1608.53
Jaraguá,2021,1855.86,1582.7,1678.53,1348.35,1579.95,2025.37,3161.54,1721.87
Jataí,2010,1504.81,1346.6,901.65,1065.67,965.32,1022.94,1465.03,982.45
Jataí,2011,1768.09,1454.61,963.57,1157.5,1072.21,1169.67,1613.91,1098.62
Jataí,2012,1701.05,1871.55,1035.56,1322.91,1283.92,1314.31,2315.92,1277.08
Jataí,2013,2057.82,2103.92,1201.21,1456.13,1427.1,1468.44,2075.21,1483.99
Jataí,2014,2331.09,2251.18,1633.4,1550.67,1534.54,1587.95,2227.61,1616.1
Jataí,2015,2619.89,2287.37,2081.39,1617.63,1671.98,1739.86,2369.69,1749.33
Jataí,2016,2242.33,2640.91,2218.98,1846.23,1835.6,1863.3,2570.57,1930.93
Jataí,2017,2850.73,2621.31,3011.08,1827.3,1952.63,1926.87,2807.33,2084.68
Jataí,2018,1988.27,2695.81,2915.12,1608.08,1952.14,1959.87,2875.27,2196.44
Jataí,2019,2520.71,2584.72,2920.44,1656.8,1945.86,2014.92,3311.7,2196.96
Jataí,2020,2644.87,2985.6,2971.54,1587.44,1986.33,1996.97,3927.11,2336.88
Jataí,2021,3145.64,3057.29,3073.05,1892.39,2347.5,2924.73,3573.83,2521.36
Jaupaci,2010,662.25,569.94,0.0,0.0,550.38,786.45,1131.95,743.6
Jaupaci,2011,702.73,594.1,0.0,0.0,600.95,825.08,1263.99,864.57
Jaupaci,2012,740.9,666.69,0.0,0.0,749.28,878.15,1377.35,996.6
Jaupaci,2013,945.16,764.62,0.0,0.0,993.53,1327.27,1485.64,1075.84
Jaupaci,2014,1002.72,773.42,0.0,963.6,1038.91,1714.82,1648.37,1146.94
Jaupaci,2015,1063.42,875.66,0.0,1350.8,1216.55,1634.21,1914.47,1406.6
Jaupaci,2016,1402.69,891.13,0.0,1500.0,1232.96,2055.77,1938.08,1501.51
Jaupaci,2017,1359.95,1088.48,0.0,0.0,1347.86,1582.04,1924.19,1483.78
Jaupaci,2018,1539.54,980.78,0.0,0.0,1368.94,1554.54,1911.11,1463.93
Jaupaci,2019,1592.87,1035.17,1311.33,0.0,1472.64,1371.26,2075.05,1425.34
Jaupaci,2020,1819.08,1046.42,0.0,0.0,1350.79,1378.01,2515.65,1531.14
Jaupaci,2021,1710.58,1151.08,0.0,0.0,1680.07,1656.94,2214.15,1565.64
Jesúpolis,2010,0.0,643.18,0.0,0.0,661.19,730.97,771.84,571.68
Jesúpolis,2011,0.0,762.82,0.0,0.0,688.63,887.11,942.15,738.7
Jesúpolis,2012,0.0,843.29,0.0,0.0,836.48,1309.7,1219.75,804.04
Jesúpolis,2013,0.0,912.37,0.0,939.0,915.57,1112.12,1523.79,869.3
Jesúpolis,2014,0.0,854.8,0.0,0.0,1016.74,1792.48,1445.96,955.37
Jesúpolis,2015,0.0,1008.91,0.0,0.0,1394.74,2334.03,1415.8,993.53
Jesúpolis,2016,0.0,1167.37,0.0,0.0,1203.0,1703.98,1586.33,1021.32
Jesúpolis,2017,0.0,1085.34,0.0,0.0,1312.02,2026.84,1350.11,1187.13
Jesúpolis,2018,0.0,1148.08,0.0,0.0,1325.63,1220.05,1588.7,1225.29
Jesúpolis,2019,0.0,1199.99,0.0,0.0,1285.85,1319.86,2396.58,1448.37
Jesúpolis,2020,0.0,1482.91,0.0,0.0,1042.68,1389.64,2479.95,1765.82
Jesúpolis,2021,0.0,1412.26,0.0,0.0,1178.06,1638.99,2372.78,1799.93
Joviânia,2010,0.0,666.0,5873.24,0.0,915.66,1097.21,944.85,899.75
Joviânia,2011,0.0,618.09,5566.72,545.0,1050.34,1076.46,1093.02,980.06
Joviânia,2012,0.0,745.56,5247.14,0.0,1148.09,1228.06,911.95,1239.78
Joviânia,2013,0.0,1045.46,0.0,1105.4,1411.91,1556.35,993.86,1317.64
Joviânia,2014,0.0,1386.29,0.0,1021.4,1526.62,1787.49,1408.53,1438.67
Joviânia,2015,0.0,1270.87,0.0,2000.0,1520.21,1715.86,1324.36,1475.64
Joviânia,2016,0.0,1442.21,0.0,1571.67,1491.44,2119.68,1278.66,1678.42
Joviânia,2017,0.0,600.0,0.0,1634.0,1597.82,2037.55,1826.13,1944.02
Joviânia,2018,0.0,1450.0,0.0,1269.62,1671.36,2151.37,1700.09,1746.95
Joviânia,2019,0.0,1545.44,0.0,1641.26,1827.56,1895.08,2232.96,1871.6
Joviânia,2020,0.0,1017.28,0.0,1901.85,1804.17,2008.21,2486.19,1987.7
Joviânia,2021,1495.66,1913.88,1300.0,2682.42,2349.51,2481.32,2380.0,2291.82
Jussara,2010,796.64,582.78,4109.96,909.92,740.57,976.47,1129.25,963.86
Jussara,2011,0.0,634.3,4252.71,1598.21,826.8,1074.51,1292.73,1062.63
Jussara,2012,0.0,766.13,5720.28,1202.11,953.37,1170.99,1527.65,1204.86
Jussara,2013,0.0,866.61,7967.04,1211.42,1053.98,1220.29,1622.09,1387.22
Jussara,2014,0.0,897.91,5768.05,1151.0,1123.39,1344.32,1807.58,1486.97
Jussara,2015,0.0,914.73,4867.98,682.07,1208.45,1487.66,1877.27,1619.48
Jussara,2016,0.0,1086.64,7231.95,1384.76,1344.18,1588.3,2019.56,1752.0
Jussara,2017,0.0,1228.76,758.8,1618.99,1444.87,1738.87,2334.39,1877.52
Jussara,2018,0.0,1320.54,1050.42,1396.35,1529.19,1817.57,2474.19,1935.96
Jussara,2019,0.0,1271.91,1064.5,1725.67,1555.59,2073.47,2678.35,1979.66
Jussara,2020,0.0,1186.86,1114.11,1746.42,1537.2,1974.8,4877.68,2076.75
Jussara,2021,0.0,1602.8,1269.86,1716.26,1817.96,2300.45,2704.06,2183.11
Lagoa Santa,2010,0.0,1356.43,0.0,900.54,783.35,754.55,1054.41,991.22
Lagoa Santa,2011,0.0,1644.84,0.0,0.0,842.13,797.78,1417.92,930.91
Lagoa Santa,2012,0.0,1699.31,0.0,622.0,719.82,915.48,1684.0,1070.56
Lagoa Santa,2013,0.0,1406.89,0.0,0.0,992.22,916.32,1448.54,1328.08
Lagoa Santa,2014,0.0,1910.73,0.0,987.0,1051.85,1034.96,1730.25,1489.05
Lagoa Santa,2015,0.0,2206.94,0.0,0.0,1059.11,1136.23,1681.78,1574.39
Lagoa Santa,2016,0.0,2203.39,0.0,0.0,1133.79,1362.49,2476.7,1747.33
Lagoa Santa,2017,0.0,2269.76,0.0,0.0,1223.92,1385.25,2318.46,1765.33
Lagoa Santa,2018,0.0,2607.07,0.0,0.0,1317.64,1506.69,2474.54,1861.03
Lagoa Santa,2019,0.0,2635.6,0.0,0.0,1874.87,1535.45,2630.32,2024.56
Lagoa Santa,2020,0.0,2437.36,0.0,0.0,1672.86,1581.36,3098.92,1892.44
Lagoa Santa,2021,0.0,2480.25,0.0,0.0,1936.69,1579.94,2749.86,2122.8
Leopoldo de Bulhões,2010,0.0,864.2,0.0,721.43,716.64,867.11,897.87,781.48
Leopoldo de Bulhões,2011,0.0,927.07,0.0,881.79,810.68,987.11,1022.05,840.79
Leopoldo de Bulhões,2012,0.0,962.66,0.0,0.0,864.11,926.49,0.0,1033.6
Leopoldo de Bulhões,2013,0.0,1130.05,0.0,1356.67,947.39,1041.71,1236.24,1159.74
Leopoldo de Bulhões,2014,0.0,1202.12,0.0,0.0,1052.08,1338.92,1328.15,1298.78
Leopoldo de Bulhões,2015,0.0,993.91,0.0,0.0,1185.94,2578.05,1405.16,1442.4
Leopoldo de Bulhões,2016,0.0,1349.49,0.0,0.0,1204.24,1583.84,1540.58,1615.64
Leopoldo de Bulhões,2017,0.0,1574.67,0.0,0.0,1287.47,2845.45,1613.44,1760.92
Leopoldo de Bulhões,2018,0.0,1485.45,0.0,0.0,1296.49,2644.51,1639.82,1646.67
Leopoldo de Bulhões,2019,0.0,1474.74,0.0,0.0,1351.93,2379.7,1847.74,1952.88
Leopoldo de Bulhões,2020,0.0,1569.65,0.0,0.0,1284.51,2630.89,914.58,2062.74
Leopoldo de Bulhões,2021,0.0,1634.2,0.0,0.0,1438.92,2912.61,2034.7,2138.57
Luziânia,2010,1036.32,1122.72,2914.68,999.65,850.05,991.31,1596.79,1117.3
Luziânia,2011,1215.48,1278.0,3537.89,1100.79,931.07,1097.17,1682.75,1197.72
Luziânia,2012,1338.38,1465.25,4110.7,1254.83,1045.5,1242.36,1815.95,1359.26
Luziânia,2013,1408.6,1596.5,4867.32,1307.31,1138.76,1343.36,2096.69,1516.6
Luziânia,2014,1337.22,1807.65,5049.59,1519.58,1209.41,1463.42,2161.32,1655.31
Luziânia,2015,1543.51,1947.53,6172.44,1766.35,1308.73,1550.63,2268.59,1766.49
Luziânia,2016,1708.94,2145.53,9649.77,2149.02,1415.25,1680.63,2079.89,1945.07
Luziânia,2017,1826.87,2238.9,7531.17,2055.74,1472.84,1920.83,2339.51,1968.0
Luziânia,2018,2188.39,2226.31,7170.01,2193.45,1459.59,2000.0,2580.26,2068.0
Luziânia,2019,2156.69,2077.5,1786.5,2212.89,1491.83,2095.19,2503.89,2223.56
Luziânia,2020,2322.95,2215.4,2315.74,2208.77,1503.03,2123.99,2625.76,2324.98
Luziânia,2021,2185.32,2366.91,3646.21,2575.97,1621.63,2377.85,2451.86,2489.54
Mairipotaba,2010,1544.26,0.0,0.0,0.0,765.0,1285.54,795.56,778.88
Mairipotaba,2011,0.0,535.92,0.0,0.0,708.05,1414.82,851.9,808.47
Mairipotaba,2012,0.0,622.0,0.0,0.0,0.0,1477.22,1099.43,891.24
Mairipotaba,2013,0.0,678.0,0.0,0.0,956.38,2026.6,1189.91,1023.51
Mairipotaba,2014,1219.19,724.0,0.0,0.0,827.18,1291.94,1263.24,1052.32
Mairipotaba,2015,0.0,859.0,0.0,0.0,1002.13,1223.16,1420.24,1211.32
Mairipotaba,2016,0.0,905.0,0.0,0.0,1055.14,973.31,1501.63,1386.03
Mairipotaba,2017,0.0,966.28,0.0,0.0,1118.83,1413.29,1650.16,1313.51
Mairipotaba,2018,0.0,1050.99,0.0,0.0,988.62,1431.9,1833.05,1339.66
Mairipotaba,2019,0.0,1007.44,0.0,0.0,1436.65,1416.27,1975.85,1567.88
Mairipotaba,2020,0.0,1045.0,0.0,1339.39,1386.58,1492.26,2022.17,1584.09
Mairipotaba,2021,0.0,0.0,0.0,1505.61,1513.42,1688.31,1863.66,1693.36
Mambaí,2010,0.0,557.5,1961.95,0.0,649.06,645.96,622.46,691.96
Mambaí,2011,0.0,633.59,2225.45,545.0,642.45,699.65,655.13,931.33
Mambaí,2012,0.0,1039.91,4310.35,622.0,816.14,818.72,1081.24,1069.0
Mambaí,2013,0.0,775.0,0.0,1921.5,915.21,920.46,1258.6,1065.74
Mambaí,2014,0.0,724.0,0.0,0.0,1007.53,956.48,1366.29,1101.86
Mambaí,2015,0.0,1781.64,0.0,736.0,1081.65,1187.87,1476.18,1157.49
Mambaí,2016,0.0,1556.2,0.0,0.0,1174.32,1389.32,1739.38,1035.35
Mambaí,2017,0.0,1490.75,936.22,0.0,1323.38,1459.69,1764.32,1506.07
Mambaí,2018,0.0,1707.85,0.0,1352.0,1394.37,1515.9,1686.02,1191.32
Mambaí,2019,0.0,1355.08,0.0,1706.58,1299.06,1433.9,1988.5,981.84
Mambaí,2020,1839.35,1500.0,0.0,0.0,1268.9,1441.24,1535.22,1239.65
Mambaí,2021,1627.69,1500.0,0.0,1342.4,1525.51,1623.08,2208.95,1407.25
Mara Rosa,2010,908.09,1176.39,6063.89,566.28,721.92,1126.26,915.26,856.45
Mara Rosa,2011,1027.12,1270.49,5635.77,792.45,743.14,1243.94,976.63,899.02
Mara Rosa,2012,1070.43,1168.49,11185.72,1307.1,841.65,1367.21,1177.07,1016.59
Mara Rosa,2013,1224.29,1134.05,0.0,1151.15,916.3,1699.9,1294.26,1075.72
Mara Rosa,2014,1367.84,1298.91,0.0,1788.22,996.89,1901.02,1482.4,1144.62
Mara Rosa,2015,1572.25,1332.79,0.0,935.1,1071.26,1934.12,1659.11,1298.17
Mara Rosa,2016,3184.93,1448.85,0.0,1546.57,1159.8,2134.45,2008.64,1441.52
Mara Rosa,2017,4815.2,1564.82,0.0,893.8,1223.99,1946.49,1956.26,1645.86
Mara Rosa,2018,4128.28,1378.8,0.0,1298.78,1272.96,2122.95,1873.06,1683.09
Mara Rosa,2019,5919.27,1423.23,0.0,1412.26,1288.12,2402.5,2496.24,1529.44
Mara Rosa,2020,7813.98,1567.81,0.0,1571.13,1290.79,2228.29,2252.55,1798.93
Mara Rosa,2021,8386.23,1538.7,0.0,1550.48,1378.04,2428.42,2473.66,1871.76
Marzagão,2010,0.0,911.47,0.0,0.0,681.84,1123.11,753.42,782.81
Marzagão,2011,0.0,1083.5,0.0,0.0,790.14,1195.31,872.99,915.63
Marzagão,2012,0.0,1069.19,0.0,0.0,801.57,1173.07,1012.66,1017.03
Marzagão,2013,0.0,1316.82,0.0,2267.89,1142.37,1215.72,1186.21,1048.92
Marzagão,2014,0.0,1549.78,0.0,947.0,1088.53,1124.68,1228.42,1146.76
Marzagão,2015,0.0,1915.78,0.0,0.0,1208.72,1200.39,1259.45,1253.95
Marzagão,2016,0.0,1061.67,0.0,0.0,1778.91,1318.04,1454.13,1528.92
Marzagão,2017,0.0,1068.93,0.0,0.0,1781.95,1475.27,1417.28,1457.18
Marzagão,2018,0.0,954.0,0.0,0.0,1803.97,1353.47,1587.61,1426.16
Marzagão,2019,0.0,0.0,0.0,1171.43,1653.67,1435.15,1776.93,1663.43
Marzagão,2020,0.0,0.0,0.0,1233.84,1487.87,1706.27,1743.23,1652.29
Marzagão,2021,0.0,1100.0,0.0,1175.5,2056.7,2007.6,1852.83,1625.99
Matrinchã,2010,0.0,559.36,0.0,0.0,661.28,1849.7,877.61,846.54
Matrinchã,2011,1500.0,627.58,0.0,0.0,673.64,1790.86,928.26,888.52
Matrinchã,2012,0.0,701.91,0.0,0.0,832.16,1834.26,878.86,1100.47
Matrinchã,2013,972.04,767.33,0.0,0.0,933.93,1674.72,1166.1,1289.29
Matrinchã,2014,1649.25,937.66,0.0,0.0,974.3,2269.91,1196.51,1338.69
Matrinchã,2015,1244.81,860.12,0.0,0.0,1087.04,2843.62,1479.52,1499.45
Matrinchã,2016,1780.45,1074.88,0.0,0.0,1228.82,3605.47,1623.22,1568.21
Matrinchã,2017,1623.79,1265.55,0.0,2517.09,1321.06,2899.03,1589.18,1753.61
Matrinchã,2018,0.0,1368.22,0.0,4280.0,1283.99,2723.14,937.74,1826.22
Matrinchã,2019,0.0,1045.33,0.0,0.0,1304.52,3792.44,1869.18,1889.13
Matrinchã,2020,0.0,1347.6,0.0,0.0,1393.95,2542.34,2148.11,2121.77
Matrinchã,2021,0.0,1376.93,0.0,0.0,1493.09,2822.6,2252.22,2289.03
Maurilândia,2010,0.0,1686.26,5023.69,2495.08,717.42,1352.96,1055.05,1496.34
Maurilândia,2011,0.0,817.37,5615.77,1094.49,745.44,1347.12,1154.39,1682.73
Maurilândia,2012,0.0,1063.64,8586.03,1129.52,787.02,1342.07,1292.14,2288.64
Maurilândia,2013,0.0,1582.0,0.0,934.89,918.77,1349.93,1852.02,2541.47
Maurilândia,2014,0.0,1191.88,0.0,202.18,936.82,1224.55,1779.1,2548.23
Maurilândia,2015,0.0,1111.7,0.0,159.37,1090.3,1343.64,1865.84,2501.34
Maurilândia,2016,0.0,1079.47,0.0,1255.09,1139.09,1445.0,2466.67,2774.04
Maurilândia,2017,0.0,937.0,0.0,0.0,1195.41,1549.87,1896.22,2826.26
Maurilândia,2018,0.0,945.17,0.0,1044.67,933.81,1074.77,1730.23,2787.88
Maurilândia,2019,0.0,1007.54,0.0,2016.51,1232.82,1590.79,2206.66,2518.03
Maurilândia,2020,0.0,1045.0,0.0,696.67,1357.46,1505.36,2658.78,2675.49
Maurilândia,2021,0.0,1798.52,1900.0,0.0,1371.68,1435.75,2370.99,3115.46
Mimoso de Goiás,2010,1011.94,0.0,0.0,0.0,605.19,1097.76,994.85,850.89
Mimoso de Goiás,2011,908.0,0.0,0.0,0.0,636.3,1278.07,1110.5,869.42
Mimoso de Goiás,2012,1120.17,0.0,0.0,0.0,667.79,1423.6,983.54,1221.21
Mimoso de Goiás,2013,791.0,791.0,0.0,0.0,939.56,1600.32,1234.05,1251.2
Mimoso de Goiás,2014,1678.76,785.76,0.0,2371.59,957.49,1227.57,1319.85,1275.94
Mimoso de Goiás,2015,1794.56,788.0,0.0,1221.04,1110.99,1623.35,1262.21,1534.23
Mimoso de Goiás,2016,2036.66,0.0,0.0,0.0,1098.0,1657.08,1592.44,1651.38
Mimoso de Goiás,2017,0.0,0.0,0.0,0.0,1271.47,2122.03,1627.24,1803.37
Mimoso de Goiás,2018,922.13,0.0,0.0,4508.54,1343.97,2038.28,1488.09,1785.2
Mimoso de Goiás,2019,1054.21,0.0,0.0,0.0,1072.39,1640.59,1944.18,1596.13
Mimoso de Goiás,2020,1281.27,0.0,0.0,0.0,1266.45,1620.21,1566.18,1916.75
Mimoso de Goiás,2021,1468.53,0.0,0.0,0.0,1332.61,2266.15,1639.71,2103.9
Minaçu,2010,2864.67,956.06,3392.87,1157.22,719.33,1057.57,1241.34,661.61
Minaçu,2011,2823.11,1045.43,3511.2,960.02,790.38,1279.28,1480.69,757.97
Minaçu,2012,3241.52,1367.13,4228.54,1196.41,879.52,1311.8,2272.23,892.11
Minaçu,2013,3356.69,1484.07,3972.45,1265.72,980.08,1384.23,2227.4,916.74
Minaçu,2014,3669.89,1292.07,4471.73,1476.3,1099.72,1516.61,2139.21,1033.36
Minaçu,2015,4611.1,1458.77,5008.08,1463.41,1199.44,1491.88,2134.22,943.61
Minaçu,2016,5076.23,1383.1,7651.51,1517.76,1306.15,1757.41,2058.4,1116.73
Minaçu,2017,5364.89,1574.06,7711.43,1651.25,1390.37,2012.21,2556.47,1206.06
Minaçu,2018,4666.0,1916.01,16479.59,1864.28,1365.09,1810.1,2735.64,1304.56
Minaçu,2019,3387.08,1367.45,16098.22,2079.5,1401.21,1929.73,2551.9,1265.4
Minaçu,2020,4139.8,1282.69,9254.78,1628.65,1453.15,1901.77,3340.63,1423.26
Minaçu,2021,4956.16,1397.74,12827.07,2265.78,1523.57,2010.21,2848.74,1453.35
Mineiros,2010,1276.6,1045.02,1359.99,1080.62,958.94,1216.94,1540.06,1557.38
Mineiros,2011,1901.26,1220.62,1074.94,1236.96,1030.5,1325.32,1816.43,1672.78
Mineiros,2012,1857.13,1405.63,1322.06,1301.36,1237.38,1525.48,2127.75,1851.82
Mineiros,2013,1980.04,1464.88,1137.81,1420.9,1401.69,1646.52,2445.55,1997.52
Mineiros,2014,2049.36,1587.61,1321.39,1387.35,1455.55,1827.05,2654.87,2132.22
Mineiros,2015,2142.1,1707.61,1321.87,1501.78,1611.62,1994.95,2707.11,2160.02
Mineiros,2016,1267.75,1820.16,1584.91,1795.34,1791.84,2250.74,3056.11,2357.97
Mineiros,2017,1055.29,2259.15,1263.99,1751.59,1841.77,2345.14,3069.58,1992.4
Mineiros,2018,0.0,2043.51,1250.16,1089.69,1948.88,2409.84,3266.87,2136.28
Mineiros,2019,0.0,2366.47,1353.7,1717.67,1897.83,2626.57,3457.95,2259.75
Mineiros,2020,0.0,2328.12,1380.03,839.22,2054.73,2409.46,3649.6,2258.41
Mineiros,2021,1045.0,2533.23,1501.04,1246.43,2286.08,2750.51,3883.43,2350.12
Moiporá,2010,0.0,0.0,0.0,0.0,635.73,1614.52,894.89,975.1
Moiporá,2011,545.0,545.0,0.0,0.0,674.37,1335.22,948.31,980.11
Moiporá,2012,622.0,744.82,0.0,0.0,641.38,1569.95,929.67,1147.59
Moiporá,2013,0.0,846.06,0.0,0.0,656.39,1665.94,1314.57,1234.91
Moiporá,2014,0.0,848.15,0.0,0.0,614.06,1656.0,1379.59,1204.33
Moiporá,2015,0.0,700.93,0.0,0.0,690.5,1834.07,1487.44,1573.39
Moiporá,2016,0.0,826.97,0.0,0.0,772.96,1434.16,1617.22,1441.96
Moiporá,2017,0.0,1154.73,0.0,0.0,871.85,1631.08,1795.1,1800.32
Moiporá,2018,0.0,1214.84,0.0,0.0,1106.87,1789.36,1751.52,1786.24
Moiporá,2019,0.0,1206.18,0.0,0.0,1190.42,1446.45,1977.56,2082.19
Moiporá,2020,0.0,922.38,0.0,0.0,542.5,1640.14,1672.18,2183.45
Moiporá,2021,0.0,1217.68,0.0,0.0,1102.41,1865.79,2140.36,2082.91
Monte Alegre de Goiás,2010,852.69,823.05,0.0,0.0,597.47,1330.08,747.28,661.1
Monte Alegre de Goiás,2011,894.52,823.81,0.0,0.0,662.33,1457.44,808.25,714.94
Monte Alegre de Goiás,2012,612.96,0.0,0.0,0.0,841.7,1716.22,836.95,850.2
Monte Alegre de Goiás,2013,728.85,678.0,0.0,0.0,936.7,1399.39,1252.22,977.77
Monte Alegre de Goiás,2014,699.29,793.09,0.0,0.0,971.15,1387.2,1180.48,1017.91
Monte Alegre de Goiás,2015,893.58,919.7,0.0,788.0,1024.35,1473.93,1313.82,1093.16
Monte Alegre de Goiás,2016,913.5,880.0,0.0,0.0,1082.24,1427.45,1822.6,1195.18
Monte Alegre de Goiás,2017,973.0,937.0,0.0,0.0,1230.87,1531.43,1566.87,1279.1
Monte Alegre de Goiás,2018,1066.28,834.75,0.0,0.0,1210.33,1573.4,1546.18,1322.32
Monte Alegre de Goiás,2019,1080.94,999.74,0.0,0.0,1248.74,2191.54,1741.27,1406.9
Monte Alegre de Goiás,2020,992.08,1045.0,0.0,1493.13,1232.61,1326.61,2179.07,1450.59
Monte Alegre de Goiás,2021,1201.5,825.0,0.0,1600.0,1450.84,2212.65,1939.09,1580.39
Montes Claros de Goiás,2010,0.0,561.16,7295.53,961.5,881.74,1162.92,943.54,908.87
Montes Claros de Goiás,2011,0.0,1381.54,8220.08,996.18,972.29,1296.87,1053.21,1024.21
Montes Claros de Goiás,2012,0.0,1604.01,9787.81,703.91,1176.0,1551.39,1243.57,1198.52
Montes Claros de Goiás,2013,0.0,1769.87,0.0,418.29,1383.91,1449.39,1405.53,1365.45
Montes Claros de Goiás,2014,0.0,1683.11,724.0,1147.62,1480.36,1686.9,1639.48,1503.31
Montes Claros de Goiás,2015,0.0,2085.98,788.0,1192.86,1538.94,1789.26,1628.15,1592.3
Montes Claros de Goiás,2016,0.0,1979.54,0.0,1440.0,1730.74,1905.0,1843.35,1779.87
Montes Claros de Goiás,2017,1823.57,2357.71,0.0,1614.0,1718.24,1977.23,1908.85,1871.22
Montes Claros de Goiás,2018,0.0,2220.74,0.0,1257.1,1773.18,2123.57,1928.49,1902.14
Montes Claros de Goiás,2019,0.0,2220.08,0.0,1378.42,1838.36,2120.15,2150.61,2049.98
Montes Claros de Goiás,2020,0.0,2519.7,0.0,825.99,1980.31,2212.92,2506.99,2169.25
Montes Claros de Goiás,2021,2579.93,2698.82,0.0,1264.04,2221.48,2372.14,2502.05,2493.18
Montividiu,2010,1777.82,1389.84,7548.0,747.23,1126.58,1236.56,1190.27,1252.23
Montividiu,2011,2391.26,1442.04,5986.01,888.6,1219.2,1261.45,1476.21,1385.34
Montividiu,2012,3978.98,1660.47,10839.62,1139.26,1296.38,1754.13,2241.78,1597.91
Montividiu,2013,2832.27,1935.98,8906.35,1240.73,1442.25,1759.79,1897.76,1849.67
Montividiu,2014,2597.05,1783.72,0.0,1423.06,1684.41,1915.49,1951.69,1978.61
Montividiu,2015,2173.44,1880.08,0.0,1325.65,1723.55,2187.93,1357.75,2090.83
Montividiu,2016,2933.86,2070.18,0.0,1585.57,1991.57,2170.52,1648.74,2403.4
Montividiu,2017,4322.15,2257.85,0.0,1041.97,2019.0,2303.28,2310.39,2573.47
Montividiu,2018,3029.1,2435.79,0.0,1205.66,2127.39,2423.04,2613.97,2584.11
Montividiu,2019,2482.77,2019.83,0.0,1315.95,2267.31,2341.59,2679.49,2637.39
Montividiu,2020,2753.45,2053.59,0.0,722.52,2089.01,2232.06,3528.2,2901.48
Montividiu,2021,3092.95,2419.88,0.0,1690.38,2628.38,2817.5,2808.02,3159.41
Montividiu do Norte,2010,2226.79,0.0,0.0,693.87,705.75,712.83,972.11,733.76
Montividiu do Norte,2011,1643.28,563.17,0.0,0.0,732.51,997.25,1062.82,855.59
Montividiu do Norte,2012,3627.79,622.0,0.0,0.0,906.69,1224.85,1250.7,1002.95
Montividiu do Norte,2013,0.0,4841.38,0.0,0.0,1059.13,1460.85,1402.17,1060.9
Montividiu do Norte,2014,4050.74,724.0,0.0,0.0,1024.21,1203.01,1524.21,1196.77
Montividiu do Norte,2015,6290.86,788.0,0.0,835.0,1176.93,1484.74,1570.72,1365.49
Montividiu do Norte,2016,3899.11,880.0,0.0,0.0,1284.59,1965.0,1531.54,1435.56
Montividiu do Norte,2017,4281.12,937.0,0.0,0.0,1418.62,1479.9,1882.38,1511.23
Montividiu do Norte,2018,3069.15,0.0,0.0,0.0,1214.93,1436.43,1774.29,1596.02
Montividiu do Norte,2019,3163.77,0.0,0.0,1000.09,1330.41,1453.65,2242.25,1556.24
Montividiu do Norte,2020,3686.34,0.0,0.0,1070.47,1451.52,1617.68,1783.57,1896.64
Montividiu do Norte,2021,3132.29,0.0,0.0,1100.0,1581.52,1611.7,2254.24,1961.44
Morrinhos,2010,688.0,1199.36,4309.4,614.17,869.06,1334.25,942.73,1119.72
Morrinhos,2011,736.0,1337.47,4968.44,1092.49,949.3,1730.12,1136.37,1079.67
Morrinhos,2012,788.0,1518.62,5571.87,979.68,1106.79,1923.9,1240.0,1253.55
Morrinhos,2013,825.5,1875.25,7012.78,979.88,1211.14,2290.68,1398.08,1359.61
Morrinhos,2014,1800.0,1833.19,6876.68,990.74,1268.94,2903.34,1492.94,1384.46
Morrinhos,2015,1800.0,1881.17,9355.91,1297.3,1442.35,3021.97,1835.66,1502.43
Morrinhos,2016,0.0,2305.89,13679.93,1208.21,1611.03,3120.43,1831.57,1745.02
Morrinhos,2017,0.0,2227.42,12230.29,1410.99,1696.56,3203.45,2011.28,1832.91
