NMU,ANO,REM,RIT,RSIUP,RCC,RCO,RSE,RAP,RAECP
Abadia de Goiás,2010,0.0,957.41,0.0,1065.15,852.75,1099.87,819.75,824.63
Abadia de Goiás,2011,0.0,1058.06,0.0,1118.7,760.66,1117.07,980.28,964.01
Abadia de Goiás,2012,0.0,1358.08,0.0,1377.84,1180.56,1032.63,951.3,1164.88
Abadia de Goiás,2013,0.0,1388.1,0.0,1467.9,1397.83,1556.64,1547.54,1305.94
Abadia de Goiás,2014,800.0,1452.53,0.0,1510.74,2263.56,1608.09,1724.65,1298.68
Abadia de Goiás,2015,0.0,1509.07,0.0,1787.17,1387.15,1826.64,1796.17,1451.54
Abadia de Goiás,2016,0.0,1605.93,0.0,1460.05,1530.27,1468.54,1973.23,1637.25
Abadia de Goiás,2017,0.0,1573.26,0.0,4754.64,1564.98,1422.01,2235.83,1654.25
Abadia de Goiás,2018,0.0,1599.87,1066.78,1963.31,1616.64,1553.41,2257.51,1800.69
Abadia de Goiás,2019,0.0,1594.59,2071.32,1813.47,1622.44,889.47,2652.68,2055.49
Abadia de Goiás,2020,0.0,1663.64,2856.1,1628.0,1550.93,1621.0,4068.08,2352.0
Abadia de Goiás,2021,0.0,1852.74,2264.05,2129.09,1704.05,1901.77,6822.69,1910.59
Abadiânia,2010,1040.93,677.85,3738.79,0.0,709.85,816.79,794.61,703.4
Abadiânia,2011,1166.6,738.03,4142.51,808.76,730.67,933.86,1042.59,785.22
Abadiânia,2012,1272.62,861.19,5551.66,787.94,823.88,1055.01,1027.49,884.68
Abadiânia,2013,1395.66,1055.78,2220.15,1177.8,911.84,1229.05,1065.9,971.21
Abadiânia,2014,1484.18,1230.0,2010.57,1611.93,1020.21,1304.12,1273.56,1069.27
Abadiânia,2015,1666.17,1267.99,2802.65,1286.94,1166.27,1454.29,1613.78,1195.22
Abadiânia,2016,1692.15,1402.78,3012.12,1343.22,1251.39,1566.42,1756.99,1397.3
Abadiânia,2017,1847.21,1344.49,3319.02,1613.07,1339.91,1658.26,1980.82,1515.67
Abadiânia,2018,2011.77,1594.78,2954.42,1407.5,1330.49,1707.52,1795.17,1616.28
Abadiânia,2019,2029.52,1715.58,3213.08,0.0,1395.91,1819.11,2066.53,1663.16
Abadiânia,2020,1867.66,1656.11,2975.96,1059.06,1720.41,1561.79,1824.95,1695.47
Abadiânia,2021,2069.68,1859.86,2824.14,1741.4,1652.23,2004.4,2100.33,1810.88
Acreúna,2010,0.0,1181.87,4095.32,1373.25,985.08,1027.34,1328.15,1029.22
Acreúna,2011,0.0,1346.7,4613.65,2056.65,1047.9,1167.23,1377.13,1206.08
Acreúna,2012,0.0,1504.12,6317.1,1735.89,1261.03,1369.16,1459.86,1414.51
Acreúna,2013,0.0,1470.87,6541.01,859.25,1463.43,1508.34,1653.02,1510.65
Acreúna,2014,0.0,1779.74,7210.98,1378.0,1450.4,1542.19,1571.91,1747.64
Acreúna,2015,0.0,2404.55,10277.38,1421.29,1626.89,1695.47,1877.33,1896.19
Acreúna,2016,0.0,2441.09,19187.16,1165.84,1823.3,1663.59,1723.75,2155.64
Acreúna,2017,0.0,2583.77,0.0,1656.42,1825.75,1784.53,2334.52,2231.18
Acreúna,2018,0.0,2817.15,0.0,2056.28,2141.66,1850.66,2592.63,2196.85
Acreúna,2019,0.0,2584.99,1291.35,2054.3,2270.05,1928.28,2701.02,2513.81
Acreúna,2020,0.0,2783.37,1296.08,2002.39,2279.77,1734.8,2656.83,2472.57
Acreúna,2021,0.0,2717.53,2200.0,2071.96,2601.22,2478.6,3064.9,2703.94
Adelândia,2010,0.0,556.35,0.0,0.0,731.1,847.44,991.48,638.63
Adelândia,2011,0.0,698.91,0.0,0.0,616.21,967.35,863.68,816.81
Adelândia,2012,0.0,718.41,0.0,0.0,1108.44,1413.67,998.6,813.41
Adelândia,2013,0.0,806.69,0.0,0.0,797.17,968.61,1205.77,878.58
Adelândia,2014,0.0,853.5,0.0,0.0,954.56,872.89,1180.68,948.09
Adelândia,2015,0.0,945.17,0.0,1296.43,1021.16,906.49,1519.46,969.66
Adelândia,2016,0.0,969.12,0.0,1348.17,1156.84,1254.38,1663.07,1222.78
Adelândia,2017,0.0,992.53,0.0,1327.4,1211.25,1128.87,1677.03,1393.96
Adelândia,2018,0.0,1071.96,0.0,954.0,1212.55,1455.9,1614.56,1647.05
Adelândia,2019,0.0,1299.98,0.0,0.0,1315.54,1435.4,1843.69,1602.85
Adelândia,2020,0.0,1129.62,0.0,0.0,854.68,432.89,1862.33,1420.17
Adelândia,2021,0.0,1219.37,0.0,0.0,1285.43,1938.8,2097.49,1528.55
Água Fria de Goiás,2010,0.0,685.23,0.0,0.0,896.05,1378.81,785.56,893.16
Água Fria de Goiás,2011,0.0,754.34,0.0,0.0,934.99,1422.57,847.1,985.01
Água Fria de Goiás,2012,0.0,790.67,0.0,0.0,887.27,1742.4,921.57,1168.08
Água Fria de Goiás,2013,0.0,1028.0,0.0,0.0,999.02,1931.68,1021.82,1460.06
Água Fria de Goiás,2014,0.0,1048.8,0.0,0.0,1334.63,1691.7,1456.63,1547.43
Água Fria de Goiás,2015,0.0,1210.0,0.0,830.4,1226.95,1680.95,1227.66,1667.45
Água Fria de Goiás,2016,0.0,1148.0,0.0,0.0,1385.14,1793.9,1388.25,1776.08
Água Fria de Goiás,2017,0.0,1175.72,0.0,0.0,2209.56,1990.94,1614.82,1989.2
Água Fria de Goiás,2018,0.0,822.67,0.0,0.0,2123.77,1599.82,1803.39,1985.04
Água Fria de Goiás,2019,0.0,512.86,0.0,0.0,2172.37,1791.08,1914.45,2086.36
Água Fria de Goiás,2020,0.0,522.5,0.0,0.0,2632.54,1556.63,2162.1,2226.56
Água Fria de Goiás,2021,0.0,550.0,0.0,0.0,3244.56,1611.71,2096.49,2451.37
Água Limpa,2010,0.0,648.54,0.0,0.0,846.07,1091.8,915.46,722.69
Água Limpa,2011,0.0,692.96,0.0,0.0,784.24,1173.05,911.25,835.52
Água Limpa,2012,0.0,842.4,0.0,0.0,957.65,1417.36,984.23,982.94
Água Limpa,2013,678.0,0.0,0.0,0.0,1071.27,1485.24,1221.6,1009.34
Água Limpa,2014,0.0,0.0,0.0,0.0,1155.34,1133.14,1387.63,1107.07
Água Limpa,2015,0.0,0.0,0.0,0.0,1242.23,1595.42,1438.15,1183.39
Água Limpa,2016,0.0,0.0,0.0,0.0,1302.54,1601.9,3500.0,1322.0
Água Limpa,2017,0.0,0.0,0.0,0.0,1532.37,1926.22,1482.57,1420.13
Água Limpa,2018,0.0,1160.84,0.0,1013.62,1522.31,1942.78,1748.05,1415.15
Água Limpa,2019,0.0,1504.18,0.0,0.0,1502.46,1827.12,2079.5,1484.54
Água Limpa,2020,0.0,1233.93,0.0,0.0,1582.16,1848.83,2240.03,1526.68
Água Limpa,2021,0.0,1100.0,0.0,0.0,1645.52,1741.77,2167.64,1805.38
Águas Lindas de Goiás,2010,0.0,788.92,0.0,856.24,765.6,822.82,1446.91,723.04
Águas Lindas de Goiás,2011,788.81,832.98,0.0,866.13,845.37,914.95,1693.29,776.18
Águas Lindas de Goiás,2012,1087.9,972.78,0.0,883.05,954.04,924.68,2510.06,730.94
Águas Lindas de Goiás,2013,1200.61,1106.58,0.0,955.37,1074.67,1080.99,1911.9,1144.02
Águas Lindas de Goiás,2014,1410.13,1257.43,0.0,1235.48,1103.99,1184.52,1866.14,992.71
Águas Lindas de Goiás,2015,0.0,1571.3,1297.18,1291.01,1212.15,1349.33,1638.13,948.04
Águas Lindas de Goiás,2016,0.0,1473.0,983.45,1264.08,1254.77,1512.95,1452.43,1172.09
Águas Lindas de Goiás,2017,0.0,1575.81,7498.79,1794.26,1383.33,1540.61,1714.45,1256.87
Águas Lindas de Goiás,2018,0.0,1441.93,11687.49,1144.85,1405.41,1540.37,2597.67,1183.87
Águas Lindas de Goiás,2019,0.0,1361.08,5551.82,1331.16,1428.98,1595.58,2832.65,1280.26
Águas Lindas de Goiás,2020,0.0,1239.02,3793.34,653.58,1436.8,1451.68,3275.15,1293.8
Águas Lindas de Goiás,2021,0.0,1490.05,5317.08,888.46,1503.09,1481.61,3099.84,1262.6
Alexânia,2010,583.98,1524.04,5096.24,1146.24,700.57,1412.85,1072.8,718.54
Alexânia,2011,650.46,1714.47,4666.17,1480.53,765.26,991.85,1268.48,774.84
Alexânia,2012,819.06,1867.67,5193.78,1974.34,1321.03,1116.18,1453.63,904.25
Alexânia,2013,1010.99,1903.68,3852.27,767.52,1488.67,1169.46,1610.02,1014.42
Alexânia,2014,1569.26,2202.14,2406.91,1088.84,1613.15,1349.74,1879.07,1066.77
Alexânia,2015,943.78,2446.15,5206.93,458.48,1669.01,1482.08,2053.09,1275.86
Alexânia,2016,1457.2,2547.69,4808.69,1163.45,1836.04,1491.86,2403.13,1386.33
Alexânia,2017,1113.65,2323.65,0.0,1686.23,1979.16,1520.83,2342.84,1518.1
Alexânia,2018,954.0,2303.12,1133.97,1806.84,1983.34,1500.24,2734.17,1537.1
Alexânia,2019,0.0,2578.15,1154.96,1414.0,1946.26,1562.24,3162.44,1494.52
Alexânia,2020,1045.0,3544.97,1133.97,1743.75,2229.07,1554.72,2837.2,1618.63
Alexânia,2021,0.0,2978.23,0.0,1545.33,2143.36,1730.43,3241.07,1835.59
Aloândia,2010,0.0,690.0,0.0,0.0,664.67,2432.15,778.51,822.02
Aloândia,2011,0.0,758.86,0.0,545.0,756.63,2268.61,843.65,832.54
Aloândia,2012,0.0,881.17,0.0,0.0,803.9,2093.13,996.14,938.84
Aloândia,2013,1000.0,1032.44,0.0,0.0,944.42,2372.51,1727.02,1000.45
Aloândia,2014,1070.0,1109.16,0.0,0.0,999.58,2227.07,1287.9,1055.15
Aloândia,2015,0.0,1348.71,0.0,0.0,1160.51,2501.08,1386.47,1750.44
Aloândia,2016,0.0,1346.35,0.0,0.0,1251.75,2956.01,1425.88,1346.09
Aloândia,2017,0.0,1381.65,0.0,0.0,1280.26,3733.18,1647.84,1370.92
Aloândia,2018,0.0,1372.08,0.0,0.0,1433.81,4036.05,1791.01,1193.62
Aloândia,2019,0.0,1269.36,0.0,0.0,1350.93,2722.8,2068.57,1424.98
Aloândia,2020,0.0,1108.42,0.0,0.0,1191.34,1403.12,2188.0,1478.79
Aloândia,2021,0.0,1297.26,0.0,0.0,1255.3,1545.41,2247.73,1673.49
Alto Horizonte,2010,3363.15,1005.58,0.0,2329.86,1157.55,903.47,1120.79,720.07
Alto Horizonte,2011,3283.88,1026.08,0.0,2511.53,1504.6,1252.0,1332.86,822.47
Alto Horizonte,2012,10591.67,1407.21,0.0,3096.81,2527.91,1593.97,1514.43,965.88
Alto Horizonte,2013,3910.75,1594.34,0.0,2593.62,3016.81,1617.42,1920.85,975.74
Alto Horizonte,2014,4124.7,1771.48,1022.32,4629.89,2914.2,1278.95,1841.89,1092.42
Alto Horizonte,2015,4485.8,1821.36,940.07,3030.59,3131.89,1343.53,1970.2,1151.72
Alto Horizonte,2016,4625.54,1825.3,959.39,2834.12,3189.33,1372.55,2302.64,1258.39
Alto Horizonte,2017,0.0,1737.57,985.62,2827.8,3184.62,1352.52,2050.22,1280.91
Alto Horizonte,2018,4630.61,1069.1,977.22,3074.29,3107.08,1439.95,2655.36,1316.37
Alto Horizonte,2019,4439.92,1308.91,1062.47,3202.89,3082.79,1284.85,2431.04,1505.9
Alto Horizonte,2020,4742.4,1544.01,1019.5,3626.34,3252.65,1406.08,2790.36,1518.77
Alto Horizonte,2021,5998.24,1514.26,1194.51,3603.97,3628.94,1540.1,2395.38,1816.69
Alto Paraíso de Goiás,2010,0.0,548.69,2610.72,512.72,713.07,780.19,852.81,811.71
Alto Paraíso de Goiás,2011,0.0,641.71,3712.75,593.02,812.4,812.93,1084.5,977.43
Alto Paraíso de Goiás,2012,0.0,748.3,2185.1,725.67,858.31,912.12,1292.62,1023.23
Alto Paraíso de Goiás,2013,0.0,1003.37,3597.08,893.15,907.64,1023.11,1564.49,1156.73
Alto Paraíso de Goiás,2014,0.0,854.45,4383.16,855.52,985.71,1127.17,1643.7,1248.71
Alto Paraíso de Goiás,2015,0.0,958.83,0.0,811.64,1105.91,1228.36,1703.22,1364.13
Alto Paraíso de Goiás,2016,0.0,1372.48,0.0,3154.04,1234.23,1300.89,1901.96,1539.02
Alto Paraíso de Goiás,2017,0.0,1391.51,0.0,3409.43,1259.95,1389.55,2169.35,1711.2
Alto Paraíso de Goiás,2018,0.0,1604.95,0.0,1000.0,1306.44,1464.27,2276.75,1777.34
Alto Paraíso de Goiás,2019,0.0,1778.3,0.0,0.0,1358.12,1433.92,2338.86,1974.55
Alto Paraíso de Goiás,2020,0.0,1816.94,1359.97,1045.0,1444.3,1286.69,2660.31,1951.63
Alto Paraíso de Goiás,2021,0.0,1965.21,0.0,3031.49,1521.12,1635.51,2397.91,2188.66
Alvorada do Norte,2010,510.0,552.86,1633.64,512.09,677.19,1250.94,798.9,734.62
Alvorada do Norte,2011,0.0,681.39,2488.74,544.16,747.38,1340.49,1007.59,794.89
Alvorada do Norte,2012,0.0,682.44,4282.91,1080.41,874.66,1506.54,1161.57,987.81
Alvorada do Norte,2013,898.0,911.81,3362.07,961.46,888.95,1544.34,1194.09,1040.75
Alvorada do Norte,2014,1254.0,849.17,2618.92,2451.39,955.4,1766.68,1276.87,1048.26
Alvorada do Norte,2015,1081.0,927.26,3511.35,3056.44,981.52,1727.65,1269.52,1185.03
Alvorada do Norte,2016,1081.0,878.74,6204.16,3206.85,1205.33,1651.48,1626.27,1365.09
Alvorada do Norte,2017,937.0,1073.77,0.0,2791.54,1204.0,1858.2,1802.18,1388.68
Alvorada do Norte,2018,2200.0,998.5,0.0,3651.37,1156.84,1951.27,1889.71,1418.95
Alvorada do Norte,2019,2199.65,925.56,5270.0,3413.28,1302.26,1946.45,2212.51,1494.66
Alvorada do Norte,2020,2416.11,890.99,5270.0,3420.26,1216.23,1801.15,2499.13,1535.78
Alvorada do Norte,2021,2223.27,1162.68,5270.0,3795.58,1294.22,2220.38,2472.18,1717.94
Amaralina,2010,816.0,0.0,0.0,0.0,769.12,1548.09,848.38,915.02
Amaralina,2011,609.98,0.0,0.0,0.0,720.94,1608.42,910.79,1001.2
Amaralina,2012,0.0,0.0,0.0,0.0,865.87,2115.8,984.52,1283.56
Amaralina,2013,0.0,0.0,0.0,0.0,712.12,1136.73,1093.53,1377.97
Amaralina,2014,0.0,1230.8,0.0,0.0,486.74,1312.95,1353.49,1400.53
Amaralina,2015,0.0,1751.11,0.0,0.0,1065.04,2066.47,1509.38,1605.13
Amaralina,2016,0.0,2528.44,0.0,0.0,1067.6,2483.14,1316.23,1921.18
Amaralina,2017,0.0,2725.36,0.0,1865.68,799.55,2096.26,1628.81,2022.36
Amaralina,2018,0.0,2969.71,0.0,0.0,911.11,2253.9,1523.8,2000.21
Amaralina,2019,0.0,1240.87,0.0,0.0,886.05,1663.82,1552.36,1944.66
Amaralina,2020,0.0,1500.0,0.0,0.0,348.71,2083.62,1909.52,1985.86
Amaralina,2021,0.0,1459.65,0.0,0.0,1418.61,3089.42,2091.0,2012.59
Americano do Brasil,2010,2169.86,639.73,0.0,879.71,724.56,782.56,911.35,707.99
Americano do Brasil,2011,2381.87,664.59,0.0,743.77,800.76,816.53,1011.39,707.13
Americano do Brasil,2012,2561.09,537.24,0.0,365.64,702.87,401.1,1137.86,478.43
Americano do Brasil,2013,2305.8,761.06,0.0,1214.25,917.79,878.36,1243.09,852.8
Americano do Brasil,2014,0.0,884.33,0.0,1407.24,1208.66,1052.34,1425.27,960.7
Americano do Brasil,2015,419.04,870.19,0.0,1707.98,1170.94,1149.1,1506.01,1114.29
Americano do Brasil,2016,1996.57,1006.23,0.0,1480.0,1173.32,1068.95,1593.78,1111.66
Americano do Brasil,2017,2102.28,1136.68,0.0,0.0,1096.26,1397.35,1521.69,1356.18
Americano do Brasil,2018,2139.33,1028.19,0.0,0.0,1228.91,1460.81,1712.37,1375.44
Americano do Brasil,2019,2083.5,1164.21,0.0,1331.06,1209.04,1427.49,1993.86,1048.83
Americano do Brasil,2020,3975.49,1104.31,0.0,1416.25,1167.08,1100.5,2958.58,1487.61
Americano do Brasil,2021,4329.17,1178.61,0.0,1221.73,1295.35,1342.53,2466.69,1334.63
Amorinópolis,2010,0.0,999.88,0.0,0.0,604.88,726.23,994.16,780.79
Amorinópolis,2011,0.0,1089.92,0.0,0.0,653.58,838.29,1019.72,956.66
Amorinópolis,2012,0.0,1292.24,0.0,0.0,880.58,1223.43,1243.82,1026.75
Amorinópolis,2013,0.0,1509.61,0.0,0.0,998.49,1144.73,1551.37,1163.93
Amorinópolis,2014,0.0,1499.67,0.0,0.0,1059.75,1192.78,1710.78,1275.13
Amorinópolis,2015,0.0,0.0,0.0,0.0,1106.3,1108.4,1360.44,1454.26
Amorinópolis,2016,0.0,880.0,0.0,0.0,1262.8,1300.25,1989.02,1505.78
Amorinópolis,2017,0.0,0.0,0.0,0.0,1208.89,1275.55,1766.14,1600.07
Amorinópolis,2018,0.0,0.0,0.0,0.0,1541.04,1592.55,2182.4,1723.46
Amorinópolis,2019,0.0,2615.79,0.0,1446.73,1271.3,1641.25,2488.94,1748.45
Amorinópolis,2020,0.0,3026.45,0.0,0.0,1360.59,1665.97,2009.54,1762.48
Amorinópolis,2021,0.0,1064.52,0.0,0.0,1343.77,2297.35,2236.17,1871.3
Anápolis,2010,1218.97,1183.72,4150.31,1441.61,874.28,1234.91,1867.89,740.53
Anápolis,2011,1799.63,1285.42,4128.38,1104.22,1010.84,1434.37,2005.27,835.25
Anápolis,2012,2142.32,1490.54,1668.42,1678.88,1148.34,1615.77,2272.81,966.25
Anápolis,2013,2640.88,1661.99,1765.9,1517.78,1259.39,1728.42,2557.88,1049.59
Anápolis,2014,2575.19,1831.16,1997.63,1458.03,1374.05,2045.79,2781.37,1120.66
Anápolis,2015,1915.05,2106.08,2181.74,1598.28,1460.61,2185.81,3103.83,1220.98
Anápolis,2016,2247.57,2360.1,2924.27,1574.89,1579.48,2468.84,3606.83,1327.82
Anápolis,2017,2499.64,2549.35,2178.34,1560.1,1688.83,2654.13,3818.33,1430.81
Anápolis,2018,2479.63,2722.67,2228.31,1819.42,1718.7,2626.81,3992.93,1390.64
Anápolis,2019,2460.42,2673.95,1565.27,1755.3,1856.02,2520.8,4124.49,1454.74
Anápolis,2020,2078.38,2876.65,1936.69,1707.67,1909.85,2380.62,4585.09,1520.94
Anápolis,2021,2177.2,3085.76,2148.77,1841.18,2065.93,2582.65,4609.19,1657.87
Anhanguera,2010,0.0,558.71,0.0,0.0,510.0,1390.16,964.03,743.45
Anhanguera,2011,683.33,643.33,0.0,0.0,587.23,1649.14,1070.55,1021.79
Anhanguera,2012,700.0,792.73,0.0,0.0,0.0,1826.94,1058.51,528.05
Anhanguera,2013,0.0,1143.73,0.0,678.0,678.0,1163.79,1324.93,1123.89
Anhanguera,2014,0.0,928.92,0.0,952.0,724.0,1468.76,1544.96,1174.63
Anhanguera,2015,0.0,928.18,0.0,1084.4,788.0,1359.94,1651.34,1484.47
Anhanguera,2016,0.0,1052.39,0.0,0.0,0.0,1412.23,1892.67,1096.33
Anhanguera,2017,2401.57,1225.03,0.0,0.0,1117.0,1063.32,1898.8,1420.77
Anhanguera,2018,2516.84,933.44,0.0,0.0,1064.5,1115.69,1964.78,1420.67
Anhanguera,2019,0.0,1262.12,0.0,0.0,1200.87,1573.37,2168.85,1494.78
Anhanguera,2020,0.0,986.33,0.0,0.0,1284.75,1230.96,2327.99,1526.51
Anhanguera,2021,0.0,1168.62,0.0,0.0,1229.68,2653.31,2350.69,2200.0
Anicuns,2010,1000.0,1361.42,5140.27,594.29,725.5,1216.09,1037.57,684.45
Anicuns,2011,1103.12,1482.12,5777.63,671.92,778.51,1442.68,1099.82,766.85
Anicuns,2012,1059.0,1590.69,5432.47,923.28,932.02,1328.72,1281.86,912.48
Anicuns,2013,1346.12,1729.87,7441.02,542.4,1022.73,1654.88,1385.24,968.9
Anicuns,2014,1499.01,1753.86,7358.97,1088.33,1089.86,1842.0,1459.3,1087.16
Anicuns,2015,0.0,1715.66,7691.37,930.44,1175.61,2144.79,1545.64,1284.16
Anicuns,2016,0.0,1993.37,12995.46,1351.7,1308.36,2266.69,1767.16,1252.61
Anicuns,2017,0.0,1673.4,0.0,1431.04,1378.95,2195.08,1825.71,1378.03
Anicuns,2018,0.0,2293.05,1494.07,1498.52,1371.93,2230.88,1909.18,1490.56
Anicuns,2019,0.0,1943.87,1175.73,1700.29,1367.86,2174.98,2075.39,1558.13
Anicuns,2020,1400.0,2016.18,1620.46,1705.33,1396.91,2247.92,2227.29,1530.05
Anicuns,2021,0.0,2223.57,422.13,1794.61,1571.35,1891.98,2317.89,1772.87
Aparecida de Goiânia,2010,1224.11,1022.31,3014.62,1307.87,966.82,902.64,1035.67,679.29
Aparecida de Goiânia,2011,1797.64,1136.58,3195.36,1405.55,1095.23,953.87,1528.23,751.56
Aparecida de Goiânia,2012,2045.15,1335.2,2245.67,1563.31,1264.53,1076.22,2240.75,1148.91
Aparecida de Goiânia,2013,2472.56,1454.22,2055.22,1726.59,1437.27,1269.43,1922.01,1344.3
Aparecida de Goiânia,2014,2454.38,1587.99,2761.68,1838.61,1574.26,1426.22,2176.29,1374.89
Aparecida de Goiânia,2015,2174.79,1671.81,2733.59,1993.12,1644.6,1532.17,2070.52,1412.83
Aparecida de Goiânia,2016,2378.54,1881.23,6574.45,2171.93,1819.21,1682.07,2382.52,1566.37
Aparecida de Goiânia,2017,2318.26,1963.53,6753.36,2146.49,1900.88,1785.13,2045.66,1219.68
Aparecida de Goiânia,2018,2849.57,2051.7,6359.41,2184.15,1949.84,1850.35,2850.85,1292.35
Aparecida de Goiânia,2019,2462.51,1941.11,6002.0,2112.21,1937.66,1848.38,3030.08,1340.32
Aparecida de Goiânia,2020,2587.68,2069.08,6559.68,2243.71,2002.7,1832.92,3131.73,3431.17
Aparecida de Goiânia,2021,2730.37,2306.7,5560.02,2420.72,2153.01,2043.57,3254.82,1389.13
Aparecida do Rio Doce,2010,0.0,1135.98,0.0,0.0,715.76,865.57,1130.83,969.48
Aparecida do Rio Doce,2011,0.0,1100.41,0.0,0.0,721.27,1007.88,1147.57,1174.95
Aparecida do Rio Doce,2012,0.0,1356.39,0.0,1479.58,863.67,1396.34,1370.84,1316.44
Aparecida do Rio Doce,2013,0.0,1656.82,0.0,1230.33,1098.71,1407.46,1520.46,1437.89
Aparecida do Rio Doce,2014,0.0,2284.63,0.0,2410.59,937.93,1498.41,1397.02,1571.0
Aparecida do Rio Doce,2015,0.0,1599.78,0.0,1356.92,892.64,1607.06,1315.79,1661.69
Aparecida do Rio Doce,2016,0.0,1762.52,0.0,1464.96,1116.74,1750.84,1351.56,1831.69
Aparecida do Rio Doce,2017,0.0,1875.85,0.0,2752.1,1039.79,1835.09,1264.11,1812.19
Aparecida do Rio Doce,2018,0.0,1312.88,0.0,1409.13,1359.61,1682.69,2602.68,1862.89
Aparecida do Rio Doce,2019,0.0,2147.82,0.0,0.0,1376.11,1580.58,3294.25,2095.94
Aparecida do Rio Doce,2020,0.0,2626.34,0.0,0.0,1369.94,1526.25,2821.95,2180.38
Aparecida do Rio Doce,2021,0.0,3389.35,0.0,0.0,1256.7,1721.56,2504.32,2166.21
Aporé,2010,0.0,1364.06,2297.79,0.0,844.34,1039.72,1038.07,889.95
Aporé,2011,0.0,1511.8,2480.46,0.0,958.81,1519.28,1116.81,1000.61
Aporé,2012,0.0,1713.95,3801.54,0.0,967.91,1469.29,1368.06,1137.06
Aporé,2013,0.0,1988.96,4396.62,0.0,900.68,1435.28,2015.24,1203.85
Aporé,2014,0.0,2002.57,8569.82,0.0,1115.98,1645.84,2141.56,1397.46
Aporé,2015,0.0,2574.55,8324.1,0.0,1235.63,1713.34,2359.52,1501.47
Aporé,2016,0.0,2554.26,9880.29,0.0,1432.11,2670.55,2143.41,1653.72
Aporé,2017,0.0,2697.7,10373.63,0.0,1403.1,2277.54,2440.16,1792.54
Aporé,2018,0.0,2340.89,8788.78,0.0,1445.21,2149.59,2635.08,1831.86
Aporé,2019,0.0,2394.81,5272.0,0.0,1556.78,3877.1,2896.18,1950.22
Aporé,2020,0.0,2518.23,8523.47,0.0,1577.25,2734.13,3195.68,2043.03
Aporé,2021,0.0,2741.52,11147.99,4548.0,1510.61,2454.46,3550.96,2171.32
Araçu,2010,0.0,605.52,7194.32,0.0,742.97,789.15,675.07,679.41
Araçu,2011,0.0,656.75,8077.41,0.0,739.78,791.79,545.0,742.13
Araçu,2012,0.0,754.62,0.0,0.0,953.31,1155.29,946.7,880.21
Araçu,2013,0.0,800.99,0.0,0.0,955.26,990.81,1147.96,952.38
Araçu,2014,0.0,903.84,0.0,1806.4,1080.02,1017.47,1265.9,1026.63
Araçu,2015,0.0,955.6,0.0,0.0,1232.34,814.27,1502.47,1054.04
Araçu,2016,0.0,1118.0,0.0,1916.11,1223.09,1387.82,1591.34,1223.46
Araçu,2017,0.0,1123.45,0.0,598.52,1390.74,1305.54,1625.12,1324.63
Araçu,2018,0.0,1185.62,0.0,1167.97,1345.05,1254.39,1922.61,1350.99
Araçu,2019,0.0,1178.14,0.0,2107.6,1309.03,1233.81,2038.66,1473.73
Araçu,2020,0.0,1266.73,0.0,1164.4,1388.35,1249.0,2156.0,1578.0
Araçu,2021,0.0,1692.06,0.0,1167.33,1355.07,1510.68,2120.67,1595.84
Aragarças,2010,0.0,555.25,5225.29,801.07,796.34,812.08,1031.29,812.08
Aragarças,2011,0.0,699.28,6029.32,957.2,878.35,942.59,1166.71,894.28
Aragarças,2012,0.0,766.3,9073.65,865.07,1045.79,1034.05,947.54,1083.22
Aragarças,2013,0.0,769.69,7333.44,678.14,1006.28,1265.45,1413.81,1278.07
Aragarças,2014,0.0,892.99,7858.08,974.0,1116.95,1814.5,1321.06,1311.8
Aragarças,2015,2566.01,1041.7,5856.77,1212.85,1223.31,1737.4,1431.5,1352.33
Aragarças,2016,2025.17,1122.6,14978.86,1703.35,1368.84,2052.74,1426.63,1598.89
Aragarças,2017,2056.53,1098.81,1793.5,1449.36,1451.08,1959.33,1503.72,1854.24
Aragarças,2018,1610.64,1186.86,1802.0,1956.89,1450.95,1866.12,1863.99,1855.92
Aragarças,2019,1697.43,1215.64,1016.48,1909.36,1488.95,2069.8,1918.99,1900.84
Aragarças,2020,1703.01,991.06,1045.0,1764.65,1503.54,1753.43,4195.62,1609.37
Aragarças,2021,2290.59,1344.83,1100.0,2863.14,1657.56,1890.02,2267.41,1806.64
Aragoiânia,2010,0.0,782.26,3261.7,1092.94,745.61,677.8,871.34,698.14
Aragoiânia,2011,0.0,853.57,3784.05,1220.78,794.79,887.19,962.64,805.54
Aragoiânia,2012,0.0,1163.44,0.0,1539.23,909.35,1187.19,932.77,908.41
Aragoiânia,2013,1625.01,1165.68,0.0,892.75,955.42,1051.38,1033.23,1058.37
Aragoiânia,2014,1175.8,1327.61,0.0,991.12,992.21,1144.9,1519.05,1080.56
Aragoiânia,2015,0.0,1474.78,0.0,1610.16,1307.64,1128.69,1641.02,1137.15
Aragoiânia,2016,0.0,1574.16,0.0,1280.72,1292.56,1259.8,1771.53,1281.6
Aragoiânia,2017,0.0,1595.85,0.0,1304.1,1321.22,1301.4,1647.5,1313.78
Aragoiânia,2018,0.0,1572.75,0.0,1060.49,1366.65,1357.79,1740.36,1395.57
Aragoiânia,2019,0.0,1524.62,0.0,1712.07,1340.97,1432.8,2128.69,1703.07
Aragoiânia,2020,0.0,1505.93,0.0,1226.38,1312.06,1423.24,3306.16,1641.13
Aragoiânia,2021,0.0,1695.79,0.0,1452.01,1517.38,1849.01,3027.64,1664.34
